lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
CTWK1,Cottonwood River at Cottonwood Falls,38.37550000,96.54194000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.200500,0.116800,0.050000,1,3/8/2023,obj,MAM
CVLO2,Caney River near Collinsville,36.39472200,95.81000000,TSA,ABRFC,Arkansas-White-Red Region,OK,0.436600,0.382800,0.101900,1,3/8/2023,obj,MAM
CWYO2,Illinois River (AR OK) at Chewey,36.10416700,94.78305600,TSA,ABRFC,Arkansas-White-Red Region,OK,0.466300,0.305100,0.102700,1,3/8/2023,obj,MAM
DANA4,Petit Jean River at Danville,35.05861100,93.39555500,LZK,ABRFC,Arkansas-White-Red Region,AR,0.812500,0.172600,0.063900,2,3/8/2023,obj,MAM
DARA4,Arkansas River at Dardanelle,35.22611100,93.14944400,LZK,ABRFC,Arkansas-White-Red Region,AR,0.202000,0.128500,0.081100,1,3/8/2023,obj,MAM
DAWN5,Vermejo River above Dawson,36.68111100,104.78638900,ABQ,ABRFC,Arkansas-White-Red Region,NM,0.076500,0.050000,0.050000,1,3/8/2023,obj,MAM
DDCK1,Arkansas River at Dodge City,37.74444400,100.03277800,DDC,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
DEKT2,Red River near Dekalb - Pecan Point,33.68388900,94.69416700,SHV,ABRFC,Arkansas-White-Red Region,TX,0.265200,0.153300,0.079600,1,3/8/2023,obj,MAM
DOVO2,Cimarron River near Dover,35.95170800,97.91449900,OUN,ABRFC,Arkansas-White-Red Region,OK,0.266200,0.091900,0.050000,1,3/8/2023,obj,MAM
DRBK1,Arkansas River at Derby,37.54430600,97.27556900,ICT,ABRFC,Arkansas-White-Red Region,KS,0.058100,0.050000,0.050000,1,3/8/2023,obj,MAM
DURO2,Washita River near Dickson,34.23342700,96.97584500,OUN,ABRFC,Arkansas-White-Red Region,OK,0.182300,0.170400,0.162400,1,3/8/2023,obj,MAM
EDEK1,Walnut River near El Dorado,37.81690000,96.83940000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
EDWK1,West Branch Walnut River at El Dorado,37.82666000,96.84916000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.126400,0.116800,0.111700,1,3/8/2023,obj,MAM
ELDO2,Baron Fork at Eldon,35.92111100,94.83833300,TSA,ABRFC,Arkansas-White-Red Region,OK,0.107300,0.050000,0.050000,1,3/8/2023,obj,MAM
ELNO2,North Canadian River near El Reno,35.56310700,97.95755000,OUN,ABRFC,Arkansas-White-Red Region,OK,0.072300,0.053200,0.050000,1,3/8/2023,obj,MAM
ELTT2,Beaver Creek (TX) near Electra,33.90592800,98.90506700,OUN,ABRFC,Arkansas-White-Red Region,TX,0.226300,0.192900,0.168900,1,3/8/2023,obj,MAM
EMPK1,Cottonwood River at Emporia,38.38611100,96.18166700,TOP,ABRFC,Arkansas-White-Red Region,KS,0.371400,0.179300,0.050000,1,3/8/2023,obj,MAM
ENWK1,Crooked Creek (KS) near Englewood,37.03250000,100.21111100,DDC,ABRFC,Arkansas-White-Red Region,KS,0.115900,0.050000,0.050000,1,3/8/2023,obj,MAM
EPRK1,Neosho River at Emporia,38.43555600,96.20916700,TOP,ABRFC,Arkansas-White-Red Region,KS,0.262800,0.258000,0.050000,1,3/8/2023,obj,MAM
EREK1,Neosho River near Erie,37.54944400,95.26444400,ICT,ABRFC,Arkansas-White-Red Region,KS,0.473900,0.338300,0.173600,1,3/8/2023,obj,MAM
FCHC2,Fountain Creek at Pueblo,38.28778000,104.60108500,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
FHAC2,Fountain Creek near Fountain,38.60166500,104.67025000,PUB,ABRFC,Arkansas-White-Red Region,CO,0.078600,0.065300,0.054100,1,3/8/2023,obj,MAM
FLRK1,Cottonwood River near Florence,38.23610000,96.87690000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.126000,0.050000,0.050000,1,3/8/2023,obj,MAM
FLTA4,Red River at Fulton,33.60730000,93.81380000,SHV,ABRFC,Arkansas-White-Red Region,AR,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
FNEC2,Fountain Creek at Colorado Springs,38.81638200,104.82275200,PUB,ABRFC,Arkansas-White-Red Region,CO,0.051400,0.050000,0.050000,1,3/8/2023,obj,MAM
FRGO2,Cimarron River (KS) near Forgan,37.01111100,100.49138900,DDC,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
FRNK1,Fall River (KS) at Fredonia,37.50833300,95.83333300,ICT,ABRFC,Arkansas-White-Red Region,KS,0.357100,0.115300,0.050000,1,3/8/2023,obj,MAM
FRSO2,Muddy Boggy Creek near Farris,34.27148500,95.91220500,OUN,ABRFC,Arkansas-White-Red Region,OK,0.125300,0.105500,0.088000,1,3/8/2023,obj,MAM
FWLC2,Arkansas River near Fowler,38.12593700,103.94420800,PUB,ABRFC,Arkansas-White-Red Region,CO,0.082000,0.054400,0.050000,1,3/8/2023,obj,MAM
GCKK1,Arkansas River at Garden City,37.95620000,100.87715000,DDC,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
GLOO2,Glover River at Glover,34.09750000,94.90194400,SHV,ABRFC,Arkansas-White-Red Region,OK,0.441600,0.278800,0.130100,1,3/8/2023,obj,MAM
GOLN5,Mora River near Golondrinas,35.89083300,105.16361100,ABQ,ABRFC,Arkansas-White-Red Region,NM,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
GRVA4,Fourche LaFave River near Gravelly,34.87250000,93.65666700,LZK,ABRFC,Arkansas-White-Red Region,AR,0.159100,0.050000,0.050000,1,3/8/2023,obj,MAM
GSVT2,Red River near Gainesville,33.72788300,97.16001300,OUN,ABRFC,Arkansas-White-Red Region,TX,0.263700,0.194500,0.113200,1,3/8/2023,obj,MAM
GTBK1,Arkansas River at Great Bend,38.35305600,98.76472200,ICT,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
GTRO2,Cimarron River near Guthrie,35.92060200,97.42587500,OUN,ABRFC,Arkansas-White-Red Region,OK,0.088500,0.050000,0.050000,1,3/8/2023,obj,MAM
GUCO2,Cottonwood Creek (OK) at Guthrie,35.87997200,97.42930200,OUN,ABRFC,Arkansas-White-Red Region,OK,0.168100,0.106700,0.080200,1,3/8/2023,obj,MAM
HAVK1,Arkansas River near Haven,37.94614200,97.77511900,ICT,ABRFC,Arkansas-White-Red Region,KS,0.053600,0.050000,0.050000,1,3/8/2023,obj,MAM
HCHK1,Arkansas River at Hutchinson,38.03805600,97.93361100,ICT,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
HEAO2,North Fork of the Red River near Headrick,34.63812700,99.10369100,OUN,ABRFC,Arkansas-White-Red Region,OK,0.214900,0.147600,0.071400,1,3/8/2023,obj,MAM
HRGA4,Little River at Horatio,33.91944400,94.38750000,SHV,ABRFC,Arkansas-White-Red Region,AR,0.358600,0.224500,0.164000,1,3/8/2023,obj,MAM
HRHO2,North Canadian River near Harrah,35.50034100,97.19391900,OUN,ABRFC,Arkansas-White-Red Region,OK,0.245100,0.197300,0.098600,1,3/8/2023,obj,MAM
HSKO2,Arkansas River near Haskell,35.82222200,95.63944400,TSA,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
HTCK1,Cow Creek above Hutchinson,38.14416700,98.00750000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.367600,0.235000,0.050000,1,3/8/2023,obj,MAM
HTDK1,Little Arkansas River near Halstead,38.02853100,97.54054200,ICT,ABRFC,Arkansas-White-Red Region,KS,0.120700,0.072300,0.050000,1,3/8/2023,obj,MAM
HUSA4,Fourche LaFave River near Houston,35.01222200,92.72333300,LZK,ABRFC,Arkansas-White-Red Region,AR,0.950000,0.173400,0.050400,2,3/8/2023,obj,MAM
HVRO2,Wildhorse Creek near Hoover,34.54147400,97.24724400,OUN,ABRFC,Arkansas-White-Red Region,OK,0.075000,0.066700,0.056100,1,3/8/2023,obj,MAM
IDBO2,Little River near Idabel,33.94111100,94.75833300,SHV,ABRFC,Arkansas-White-Red Region,OK,0.486400,0.332200,0.063500,1,3/8/2023,obj,MAM
IDPK1,Verdigris River at Independence,37.22360000,95.67750000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.463100,0.050000,0.050000,1,3/8/2023,obj,MAM
INGA4,Red River at Index,33.55194400,94.04111100,SHV,ABRFC,Arkansas-White-Red Region,AR,0.052000,0.050000,0.050000,1,3/8/2023,obj,MAM
INOO2,Verdigris River near Inola,36.16472200,95.61888900,TSA,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
IOLK1,Neosho River at Iola,37.92220000,95.42750000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.373100,0.050000,0.050000,1,3/8/2023,obj,MAM
JNKO2,Polecat Creek near Jenks,36.01038900,95.99386100,TSA,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
JOPM7,Shoal Creek (MO) near Joplin,37.02058000,94.51375000,SGF,ABRFC,Arkansas-White-Red Region,MO,0.237300,0.168200,0.105600,1,3/8/2023,obj,MAM
KENO2,Cimarron River (OK) at Kenton,36.92666700,102.95861100,AMA,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
KIOK1,Medicine Lodge River near Kiowa,37.03861100,98.47027800,DDC,ABRFC,Arkansas-White-Red Region,KS,0.057000,0.050600,0.050000,1,3/8/2023,obj,MAM
KNGO2,Kingfisher Creek at Kingfisher,35.87060000,97.93250000,OUN,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
KNRO2,Uncle John Creek at Kingfisher,35.86110000,97.92417000,OUN,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
KNSO2,Flint Creek (OK) near Kansas,36.18638900,94.70666700,TSA,ABRFC,Arkansas-White-Red Region,OK,0.172400,0.092300,0.050000,1,3/8/2023,obj,MAM
KTNT2,Sweetwater Creek at Kelton,35.47305600,100.12055600,AMA,ABRFC,Arkansas-White-Red Region,TX,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
LAPC2,Purgatoire River near Las Animas,38.03422200,103.20141700,PUB,ABRFC,Arkansas-White-Red Region,CO,0.207900,0.060300,0.050000,1,3/8/2023,obj,MAM
LCBT2,Wolf Creek at Lipscomb,36.23861100,100.27527800,AMA,ABRFC,Arkansas-White-Red Region,TX,0.056100,0.050000,0.050000,1,3/8/2023,obj,MAM
LCVN5,Mora River at La Cueva,35.94500000,105.25583300,ABQ,ABRFC,Arkansas-White-Red Region,NM,0.051200,0.050000,0.050000,1,3/8/2023,obj,MAM
LEDC2,Arkansas River near Leadville,39.24900000,106.34811100,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
LEPO2,Verdigris River near Lenapah,36.85111100,95.58583300,TSA,ABRFC,Arkansas-White-Red Region,OK,0.199400,0.141500,0.090000,1,3/8/2023,obj,MAM
LGNN5,Revuelto Creek near Logan,35.34444400,103.38972200,ABQ,ABRFC,Arkansas-White-Red Region,NM,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
LITA4,Arkansas River at Little Rock,34.74972200,92.26916700,LZK,ABRFC,Arkansas-White-Red Region,AR,0.053800,0.050000,0.050000,1,3/8/2023,obj,MAM
LMAC2,Arkansas River at Lamar,38.10579200,102.61820600,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
LNDO2,Washita River at Lindsay,34.81810000,97.59830000,OUN,ABRFC,Arkansas-White-Red Region,OK,0.139800,0.126700,0.065300,1,3/8/2023,obj,MAM
LRYK1,Neosho River at Le Roy,38.07694400,95.63416700,TOP,ABRFC,Arkansas-White-Red Region,KS,0.177300,0.177300,0.050000,1,3/8/2023,obj,MAM
LXHC2,Arkansas River at La Junta,37.99055600,103.53194400,PUB,ABRFC,Arkansas-White-Red Region,CO,0.474800,0.169900,0.050000,1,3/8/2023,obj,MAM
LYNK1,Cow Creek (KS) at Lyons,38.30833300,98.19305500,ICT,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
MACK1,Rattlesnake Creek (KS) near Macksville,37.87127700,98.87589900,DDC,ABRFC,Arkansas-White-Red Region,KS,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
MDKK1,Ninnescah River near Murdock,37.56166600,97.85277800,ICT,ABRFC,Arkansas-White-Red Region,KS,0.133900,0.050000,0.050000,1,3/8/2023,obj,MAM
MGMO2,Salt Fork of the Red River at Mangum,34.85839400,99.50870100,OUN,ABRFC,Arkansas-White-Red Region,OK,0.086000,0.065000,0.050000,1,3/8/2023,obj,MAM
MKGO2,Arkansas River near Muskogee,35.76944400,95.29694400,TSA,ABRFC,Arkansas-White-Red Region,OK,0.233900,0.061300,0.050000,1,3/8/2023,obj,MAM
MLBA4,Mulberry River (AR) near Mulberry,35.57694400,94.01527800,TSA,ABRFC,Arkansas-White-Red Region,AR,0.058100,0.050000,0.050000,1,3/8/2023,obj,MAM
MORA4,Arkansas River at Morrilton,35.12694400,92.73166700,LZK,ABRFC,Arkansas-White-Red Region,AR,0.361700,0.143500,0.057000,1,3/8/2023,obj,MAM
MULK1,Arkansas River near Mulvane,37.47550000,97.26130000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.119100,0.050000,0.050000,1,3/8/2023,obj,MAM
NEOK1,Neosho River at Neosho Rapids,38.36805600,96.00000000,TOP,ABRFC,Arkansas-White-Red Region,KS,0.391100,0.313700,0.050000,1,3/8/2023,obj,MAM
NKHO2,Little Washita River near Ninnekah,34.96340100,97.89948600,OUN,ABRFC,Arkansas-White-Red Region,OK,0.122200,0.102900,0.081700,1,3/8/2023,obj,MAM
NPTC2,Arkansas River near Nepesta,38.18417000,104.17329700,PUB,ABRFC,Arkansas-White-Red Region,CO,0.169500,0.091900,0.050000,1,3/8/2023,obj,MAM
NRCO2,Canadian River at Norman,35.19444400,97.48472200,OUN,ABRFC,Arkansas-White-Red Region,OK,0.208200,0.128000,0.064600,1,3/8/2023,obj,MAM
OKBO2,North Canadian River at Britton Road at Oklahoma City,35.56555600,97.36694400,OUN,ABRFC,Arkansas-White-Red Region,OK,0.201500,0.054100,0.050000,1,3/8/2023,obj,MAM
OLBO2,North Canadian River at NW10th Street at Oklahoma City,35.47866800,97.66337500,OUN,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
OSWK1,Neosho River at Oswego,37.17666000,95.10500000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.589800,0.445100,0.099800,2,3/8/2023,obj,MAM
OWSO2,Bird Creek near Owasso,36.24833300,95.86694400,TSA,ABRFC,Arkansas-White-Red Region,OK,0.312600,0.200700,0.074700,1,3/8/2023,obj,MAM
OXFK1,Arkansas River at Oxford,37.27448600,97.16291400,ICT,ABRFC,Arkansas-White-Red Region,KS,0.178500,0.102400,0.050000,1,3/8/2023,obj,MAM
OZGA4,Arkansas River at Ozark L/D Tailwater,35.47250000,93.81277800,TSA,ABRFC,Arkansas-White-Red Region,AR,0.505200,0.143000,0.124100,2,3/8/2023,obj,MAM
PANO2,Poteau River near Panama,35.16555600,94.65277800,TSA,ABRFC,Arkansas-White-Red Region,OK,0.734200,0.466100,0.077300,2,3/8/2023,obj,MAM
PAWO2,Black Bear Creek at Pawnee,36.34361100,96.79916700,TSA,ABRFC,Arkansas-White-Red Region,OK,0.051800,0.050000,0.050000,1,3/8/2023,obj,MAM
PBFA4,Arkansas River at Pine Bluff,34.28861100,91.99472200,LZK,ABRFC,Arkansas-White-Red Region,AR,0.226200,0.185400,0.093700,1,3/8/2023,obj,MAM
PDAC2,Arkansas River above Pueblo,38.27166900,104.71803300,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PDLC2,Arkansas River at Parkdale,38.48721900,105.37360400,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PECK1,Ninnescah River near Peck,37.45690000,97.42360000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.081800,0.050000,0.050000,1,3/8/2023,obj,MAM
PGMC2,Purgatoire River at Madrid,37.12946500,104.63998900,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PGRC2,Purgatoire River below Trinidad Lake,37.14390800,104.54776400,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PLVO2,Washita River near Pauls Valley,34.75480200,97.25141200,OUN,ABRFC,Arkansas-White-Red Region,OK,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PLYK1,Cottonwood River near Plymouth,38.39780000,96.35660000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.198500,0.118300,0.050000,1,3/8/2023,obj,MAM
PNNC2,Fountain Creek near Pinon,38.42944400,104.59805600,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PPFK1,Neosho River near Parsons,37.34006000,95.10997000,ICT,ABRFC,Arkansas-White-Red Region,KS,0.623100,0.434800,0.050000,2,3/8/2023,obj,MAM
PRCO2,Canadian River at Purcell,35.01396100,97.34752800,OUN,ABRFC,Arkansas-White-Red Region,OK,0.102500,0.050000,0.050000,1,3/8/2023,obj,MAM
PRTC2,Arkansas River at Portland,38.38833400,105.01609600,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PTAO2,Poteau River near Poteau,35.05972200,94.60277800,TSA,ABRFC,Arkansas-White-Red Region,OK,0.409300,0.386600,0.080300,1,3/8/2023,obj,MAM
PTRC2,Purgatoire River at Trinidad,37.17085200,104.50915200,PUB,ABRFC,Arkansas-White-Red Region,CO,0.050000,0.050000,0.050000,1,3/8/2023,obj,MAM
PTTK1,South Fork Ninnescah River at Pratt,37.63777000,98.72111000,DDC,ABRFC,Arkansas-White-Red Region,KS,0.052100,0.050000,0.050000,1,3/8/2023,obj,MAM
QUAO2,Spring River near Quapaw,36.93444400,94.74611100,TSA,ABRFC,Arkansas-White-Red Region,OK,0.490300,0.381000,0.163700,1,3/8/2023,obj,MAM
