"lid","name","lat","lon","wfo","rfc","wrr","state","minor","moderate","major","date_produced","obj_or_subj","interval"
"DDMN6","Mohawk River at Delta Dam","43.278611","75.426667","ALY","NERFC","Mid Atlantic Region","NY","0.067","<0.05","<0.05","05/05/2015","obj","MJJ"
"DEEO3","Deer Creek at Roseburg","43.217894","123.288680","MFR","NWRFC","Pacific Northwest Region","OR","0.20","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DEHI4","Upper Iowa River at Decorah","43.304900","91.795400","ARX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DEKI2","South Branch Kishwaukee River at De Kalb","41.931111","88.759722","LOT","NCRFC","Upper Mississippi Region","IL","0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DEKT2","Red River near Dekalb - Pecan Point","33.683889","94.694167","SHV","ABRFC","Arkansas-White-Red Region","TX","0.1009","< 0.05","< 0.05","01/26/2023","obj","JFM"
"DELK1","Soldier Creek near Delia","39.238333","95.888333","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DELM5","South Fork Crow River at Delano","45.041944","93.789722","MPX","NCRFC","Upper Mississippi Region","MN","0.08","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DEMI4","Raccoon River (Central IA) at Des Moines Fleur Dr","41.582360","93.641811","DMX","NCRFC","Upper Mississippi Region","IA","0.09","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DENL1","Amite River at Denham Springs","30.463889","90.990278","LIX","LMRFC","South Atlantic-Gulf Region","LA","0.49","0.05","< 0.05","01/24/2023","obj","JFM"
"DERS2","Big Sioux River near Dell Rapids","43.790556","96.745278","FSD","MBRFC","Missouri Region","SD","0.13","0.07","<0.05","1/24/2023","obj","JFM"
"DESI4","Des Moines River at Des Moines SE 6th St","41.577767","93.605495","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DESN8","Des Lacs River at Foxholm","48.370556","101.569722","BIS","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DETM4","Rouge River at Detroit","42.372222","83.255556","DTX","NCRFC","Great Lakes Region","MI","0.21","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DEWI4","Wapsipinicon River near DeWitt","41.766944","90.534722","DVN","NCRFC","Upper Mississippi Region","IA","0.39","0.32","0.13","01/27/2023","obj","JFM"
"DEWN1","Turkey Creek near DeWitt","40.367180","96.889600","OAX","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DEXM4","Mill Creek near Dexter","42.300000","83.898611","DTX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DGGI1","Teton River (ID) near Driggs","43.781369","111.209069","PIH","NWRFC","Pacific Northwest Region","ID","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DIBM6","Tchoutacabouffa River near D Iberville","30.476111","88.893611","LIX","LMRFC","South Atlantic-Gulf Region","MS","0.39","< 0.05","< 0.05","01/24/2023","obj","JFM"
"DICM1","St. John River at Dickey","47.113056","69.088056","CAR","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"DILM5","Buffalo River (MN) near Dilworth","46.961111","96.661111","FGF","NCRFC","Souris-Red-Rainy Region","MN","0.40","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DKKC2","North Fork Big Thompson River (CO) at Drake","40.433600","105.345800","BOU","MBRFC","Missouri Region","CO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DLAF1","St. Johns River near near Deland","29.008056","81.382778","MLB","SERFC","South Atlantic-Gulf Region","FL","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"DLAM6","Strong River at D&#039;lo","31.977770","89.897500","JAN","LMRFC","South Atlantic-Gulf Region","MS","0.54","0.10","< 0.05","01/24/2023","obj","JFM"
"DLDA1","Tombigbee River at Demopolis Lock and Dam","32.520833","87.880000","BMX","SERFC","South Atlantic-Gulf Region","AL","0.7109","0.3435","< 0.05","12/14/2022","obj","DJF"
"DLDI4","Mississippi River at Dubuque (LD11)","42.538611","90.646389","DVN","NCRFC","Upper Mississippi Region","IA","0.12","0.11","< 0.05","01/27/2023","obj","JFM"
"DLGM8","Clark Fork River at Deer Lodge","46.397778","112.741944","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"DLRM4","Lower Rouge at DEARBORN","42.308333","83.252778","DTX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DLTN3","Connecticut River at Dalton","44.410059","71.720600","GYX","NERFC","New England Region","NH","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"DMDM4","Grand River at Dimondale","42.645000","84.650000","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DMOI4","Des Moines River at Des Moines 2nd Ave","41.612291","93.619945","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DMRM8","Milk River near Dodson","48.402778","108.293889","GGW","MBRFC","Missouri Region","MT","0.08","<0.05","<0.05","1/24/2023","obj","JFM"
"DMWI4","Raccoon River (Central IA) at Des Moines IA 28","41.561899","93.703274","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DNCN1","Platte River near Duncan","41.368164","97.494811","OAX","MBRFC","Missouri Region","NE","0.06","0.05","<0.05","1/24/2023","obj","JFM"
"DNDM4","River Raisin at Dundee","41.956111","83.658611","DTX","NCRFC","Great Lakes Region","MI","0.11","0.07","< 0.05","01/27/2023","obj","JFM"
"DNLF1","Withlacoochee River (FL) at US 41 Dunnellon","29.045833","82.464722","TBW","SERFC","South Atlantic-Gulf Region","FL","0.0635","< 0.05","< 0.05","12/14/2022","obj","DJF"
"DNSM3","Nashua River at East Pepperell","42.667589","71.575068","BOX","NERFC","New England Region","MA","0.26","< 0.05","< 0.05","01/23/2023","obj","JFM"
"DNVC2","South Platte River at Denver","39.759400","105.003900","BOU","MBRFC","Missouri Region","CO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DNZM7","Current River at Doniphan","36.621944","90.847500","PAH","LMRFC","Arkansas-White-Red Region","MO","0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"DONL1","Mississippi River at Donaldsonville","30.102778","90.959167","LIX","LMRFC","Lower Mississippi Region","LA","0.367","0.183","0.033","02/19/2014","subj","FMA"
"DONO3","Donner und Blitzen River near French Glen","42.791111","118.866667","BOI","NWRFC","Pacific Northwest Region","OR","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DOTW1","Chehalis River near Doty","46.617324","123.277644","SEW","NWRFC","Pacific Northwest Region","WA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DOUF1","Suwannee River at Dowling Park - CR 250 (in NAVD88)","30.244722","83.249722","TAE","SERFC","South Atlantic-Gulf Region","FL","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"DOVM1","Piscataquis River at Dover-Foxcroft","45.175000","69.314722","CAR","NERFC","New England Region","ME","0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"DOVM3","Charles River at Dover","42.256209","71.260056","BOX","NERFC","New England Region","MA","0.24","< 0.05","< 0.05","01/23/2023","obj","JFM"
"DOVO2","Cimarron River near Dover","35.951708","97.914499","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0754","< 0.05","< 0.05","01/26/2023","obj","JFM"
"DRBC2","Clear Creek (CO) at Derby","39.828300","104.958900","BOU","MBRFC","Missouri Region","CO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DRBK1","Arkansas River at Derby","37.544306","97.275569","ICT","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"DRCM7","Dardenne Creek at St. Peters","38.803042","90.628483","LSX","NCRFC","Upper Mississippi Region","MO","0.15","0.08","< 0.05","01/27/2023","obj","JFM"
"DRGC2","Animas River at Durango","37.279169","107.880345","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"DRGN1","West Fork Big Blue River near Dorchester","40.730800","97.177922","OAX","MBRFC","Missouri Region","NE","0.06","<0.05","<0.05","1/24/2023","obj","JFM"
"DRMM8","Clark Fork River near Drummond","46.711910","113.331000","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DRRC2","Dolores River near Rico","37.638884","108.060352","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"DRSW1","Dungeness River near Sequim","48.014444","123.131389","SEW","NWRFC","Pacific Northwest Region","WA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DRTN8","Red River of the North at Drayton","48.572222","97.147222","FGF","NCRFC","Souris-Red-Rainy Region","ND","0.13","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DSCA4","White River at Des Arc","34.976667","91.492500","LZK","LMRFC","Lower Mississippi Region","AR","0.38","0.18","0.06","01/24/2023","obj","JFM"
"DSNG1","Kinchafoonee Creek at 11 E of Dawson at Pinewood Rd in Lee County","31.764444","84.253333","TAE","SERFC","South Atlantic-Gulf Region","GA","0.5236","0.0893","< 0.05","12/14/2022","obj","DJF"
"DSOK1","Kansas River at De Soto","38.983333","94.964444","EAX","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DSPI2","Des Plaines River near Des Plaines","42.087222","87.887222","LOT","NCRFC","Upper Mississippi Region","IL","0.12","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DSRW1","Deschutes River near Rainier","46.852222","122.667500","SEW","NWRFC","Pacific Northwest Region","WA","0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DTTM8","Teton River near Dutton","47.930325","111.552942","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DUBW4","Wind River near Dubois","43.578430","109.759450","RIW","MBRFC","Missouri Region","WY","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"DURO2","Washita River near Dickson","34.233427","96.975845","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"DURW3","Chippewa River (WI) at Durand","44.630900","91.971300","MPX","NCRFC","Upper Mississippi Region","WI","0.42","0.15","0.09","01/27/2023","obj","JFM"
"DVLV2","Dan River at STP near Danville","36.562500","79.370000","RNK","SERFC","South Atlantic-Gulf Region","VA","0.2268","0.0891","< 0.05","12/14/2022","obj","DJF"
"DVSI4","Thompson River (IA/MO) at Davis City","40.640280","93.808280","DMX","MBRFC","Missouri Region","IA","0.16","<0.05","<0.05","1/24/2023","obj","JFM"
"DVSS2","Vermillion River near Davis","43.237222","96.983333","FSD","MBRFC","Missouri Region","SD","0.23","0.2","0.07","1/24/2023","obj","JFM"
"DWEN1","Little Blue River near Deweese","40.332500","98.066944","GID","MBRFC","Missouri Region","NE","0.08","<0.05","<0.05","1/24/2023","obj","JFM"
"DWSG1","Etowah River at GA 9 near Dawsonville","34.358056","84.113333","FFC","SERFC","South Atlantic-Gulf Region","GA","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"DXRI2","Rock River at Dixon","41.844167","89.485833","LOT","NCRFC","Upper Mississippi Region","IL","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"DYET1","North Fork Forked Deer River at Dyersburg","36.029722","89.386944","MEG","LMRFC","Lower Mississippi Region","TN","0.11","< 0.05","< 0.05","01/24/2023","obj","JFM"
"EADM7","Mississippi River at St. Louis","38.628889","90.179722","LSX","NCRFC","Upper Mississippi Region","MO","0.06","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EAGM4","Looking Glass River near Eagle","42.828090","84.759434","GRR","NCRFC","Great Lakes Region","MI","0.17","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EAGN6","Hoosic River at Eagle Bridge","42.938611","73.376944","ALY","NERFC","Mid Atlantic Region","NY","0.15","0.06","< 0.05","01/23/2023","obj","JFM"
"EASI1","Moyie River at Eastport","48.999167","116.179722","OTX","NWRFC","Pacific Northwest Region","ID","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EBKV1","Missisquoi River at East Berkshire","44.960000","72.696944","BTV","NERFC","Mid Atlantic Region","VT","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"EBZN6","Cazenovia Creek at Ebenezer","42.829722","78.775278","BUF","NERFC","Great Lakes Region","NY","0.12","< 0.05","< 0.05","01/23/2023","obj","JFM"
"ECAU1","East Canyon Creek near Jeremy Ranch","40.759670","111.564091","SLC","CBRFC","Great Basin Region","UT","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"ECDO3","Elk creek near Drain","43.640833","123.298333","MFR","NWRFC","Pacific Northwest Region","OR","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"ECLW3","Chippewa River (WI) at Eau Claire","44.809700","91.502900","MPX","NCRFC","Upper Mississippi Region","WI","0.20","0.11","0.05","01/27/2023","obj","JFM"
"ECOF1","Econfina River near Perry (CR 655)","30.170556","83.823889","TAE","SERFC","South Atlantic-Gulf Region","FL","< 0.05","< 0.05","-999.0","12/14/2022","obj","DJF"
"ECPU1","East Canyon Creek near Park City","40.723838","111.519644","SLC","CBRFC","Great Basin Region","UT","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"ECRW4","Encampment River at Mouth near Encampment","41.303333","106.714720","CYS","MBRFC","Missouri Region","WY","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"EDDM1","Penobscot River at Eddington","44.826667","68.696667","CAR","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"EDEG1","Ogeechee River near Eden","32.190111","81.415861","CHS","SERFC","South Atlantic-Gulf Region","GA","0.6075","0.1175","< 0.05","12/14/2022","obj","DJF"
"EDEK1","Walnut River near El Dorado","37.816900","96.839400","ICT","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"EDGM8","Clarks Fork of the Yellowstone at Edgar","45.465631","108.844106","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"EDWK1","West Branch Walnut River at El Dorado","37.826660","96.849160","ICT","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"EDYI4","Des Moines River near Eddyville","41.151024","92.635977","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EFDN7","Fishing Creek near Enfield","36.150833","77.693056","RAH","SERFC","South Atlantic-Gulf Region","NC","0.2464","< 0.05","< 0.05","12/14/2022","obj","DJF"
"EFFS1","Lynches River at Effingham","34.051389","79.754167","ILM","SERFC","South Atlantic-Gulf Region","SC","0.1726","< 0.05","< 0.05","12/14/2022","obj","DJF"
"EFWI4","North Raccoon River (IA) near Jefferson","41.988039","94.376913","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EGFM5","Red River of the North at Grand Forks","47.926944","97.028889","FGF","NCRFC","Souris-Red-Rainy Region","MN","0.26","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EKDI4","Turkey River at Elkader","42.843500","91.401100","ARX","NCRFC","Upper Mississippi Region","IA","0.12","< 0.05","< 0.05","01/27/2023","obj","JFM"
"EKMI3","St. Joseph River (MI/IN) at Elkhart","41.691794","85.975476","IWX","NCRFC","Great Lakes Region","IN","0.14","0.07","< 0.05","01/27/2023","obj","JFM"
"ELBA1","Pea River at Elba (US 84)","31.413333","86.063056","TAE","SERFC","South Atlantic-Gulf Region","AL","0.1235","0.0796","< 0.05","12/14/2022","obj","DJF"
"ELDO2","Baron Fork at Eldon","35.921111","94.838333","TSA","ABRFC","Arkansas-White-Red Region","OK","0.0541","< 0.05","< 0.05","01/26/2023","obj","JFM"
"ELFF1","Anclote River (FL) near Elfers at Little Road","28.213889","82.666667","TBW","SERFC","South Atlantic-Gulf Region","FL","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"ELHC2","Elkhead Creek near Hayden","40.591639","107.320893","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","03/11/2015","obj","MAM"
"ELKN7","Yadkin River at Elkin","36.240556","80.849167","RNK","SERFC","South Atlantic-Gulf Region","NC","0.1429","< 0.05","< 0.05","12/14/2022","obj","DJF"
"ELLF1","Suwannee River at Ellaville - US 90 (in NAVD88)","30.384444","83.171944","TAE","SERFC","South Atlantic-Gulf Region","FL","0.1003","< 0.05","< 0.05","12/14/2022","obj","DJF"
"ELLK1","Big Creek at Ellis","38.936944","99.563611","DDC","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"ELNM4","Red Cedar River at East Lansing","42.727257","84.478032","GRR","NCRFC","Great Lakes Region","MI","0.10","< 0.05","< 0.05","01/27/2023","obj","JFM"
"ELNO2","North Canadian River near El Reno","35.563107","97.957550","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"ELTT2","Beaver Creek (TX) near Electra","33.905928","98.905067","OUN","ABRFC","Arkansas-White-Red Region","TX","0.1153","0.0801","0.0691","01/26/2023","obj","JFM"
"ELWK1","Smoky Hill River at Ellsworth","38.726660","98.233330","ICT","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"ELWW1","Elwha River at Elwha R","48.055000","123.581944","SEW","NWRFC","Pacific Northwest Region","WA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"ELZN7","Cape Fear River at Elizabethtown","34.626667","78.578333","ILM","SERFC","South Atlantic-Gulf Region","NC","0.2527","< 0.05","< 0.05","12/14/2022","obj","DJF"
"EMBT1","Nolichucky River at Embreeville","36.176389","82.457500","MRX","LMRFC","Tennessee Region","TN","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"EMCM7","Jacks Fork at Eminence","37.154170","91.358060","SGF","LMRFC","Arkansas-White-Red Region","MO","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"EMPK1","Cottonwood River at Emporia","38.386111","96.181667","TOP","ABRFC","Arkansas-White-Red Region","KS","0.0826","< 0.05","< 0.05","01/26/2023","obj","JFM"
"EMSS2","Belle Fourche River near Elm Springs","44.369989","102.566526","UNR","MBRFC","Missouri Region","SD","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"EMTI4","West Fork Des Moines River at Emmetsburg","43.126075","94.706092","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"ENBM6","Pearl River at Edinburg","32.798889","89.335000","JAN","LMRFC","South Atlantic-Gulf Region","MS","0.84","< 0.05","< 0.05","01/24/2023","obj","JFM"
"ENDN8","Maple River (ND) near Enderlin","46.621667","97.573611","FGF","NCRFC","Souris-Red-Rainy Region","ND","0.24","< 0.05","< 0.05","01/27/2023","obj","JFM"
"ENGG1","Lookout Creek near New England","34.897500","85.463056","FFC","LMRFC","Tennessee Region","GA","0.78","0.07","< 0.05","01/24/2023","obj","JFM"
"ENMC2","Elk River (CO) near Milner","40.514697","106.953941","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"ENNA2","Tanana River at Nenana","64.565278","149.091667","PAFG","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"ENSM6","Chickasawhay River at Enterprise","32.175800","88.819700","JAN","LMRFC","South Atlantic-Gulf Region","MS","0.70","0.35","< 0.05","01/24/2023","obj","JFM"
"ENTK1","Smoky Hill River at Enterprise","38.906389","97.117500","TOP","MBRFC","Missouri Region","KS","0.14","0.13","<0.05","1/24/2023","obj","JFM"
"ENVI1","Coeur d'Alene River at Enaville","47.572200","116.252800","OTX","NWRFC","Pacific Northwest Region","ID","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
