id,lid,name,lat,lon,wfo,rfc,wrr,state,minor_CS_3month,moderate_CS_3month,major_CS_3month,code,date_produced,obj_or_subj_3month,interval_3month
BOVM6,BOVM6,Big Black River near Bovina,32.34777000,-90.69694000,JAN,LMRFC,Lower Mississippi Region,MS,0.95,0.15,0.05,2,2/7/2023,obj,FMA
BRCM6,BRCM6,Skuna River at Bruce,33.97361100,-89.34777800,MEG,LMRFC,Lower Mississippi Region,MS,0.08,0.05,0.05,1,2/7/2023,obj,FMA
BRYA4,BRYA4,Kings River near Berryville,36.42722200,-93.62083300,TSA,LMRFC,Arkansas-White-Red Region,AR,0.05,0.05,0.05,1,2/7/2023,obj,FMA
BSBA1,BSBA1,Flint River (AL) at Brownsboro,34.74916700,-86.44666700,HUN,LMRFC,Tennessee Region,AL,0.35,0.21,0.06,1,2/7/2023,obj,FMA
BSHL1,BSHL1,Bogue Chitto River near Bush,30.62916700,-89.89722200,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.89,0.18,0.06,2,2/7/2023,obj,FMA
BSLL1,BSLL1,Bayou Nezpique at Basile,30.48055600,-92.63166700,LCH,LMRFC,Lower Mississippi Region,LA,0.51,0.31,0.08,2,2/7/2023,obj,FMA
BTAM6,BTAM6,Big Black River near Bentonia,32.60305500,-90.36388000,JAN,LMRFC,Lower Mississippi Region,MS,0.95,0.95,0.15,3,2/7/2023,obj,FMA
BTNA4,BTNA4,Saline River at Benton,34.56777800,-92.61027800,LZK,LMRFC,Lower Mississippi Region,AR,0.68,0.11,0.05,2,2/7/2023,obj,FMA
BVCL1,BVCL1,Bayou Vermilion near Carencro,30.36805600,-91.98750000,LCH,LMRFC,Lower Mississippi Region,LA,0.41,0.13,0.05,1,2/7/2023,obj,FMA
BVRT1,BVRT1,Hatchie River near Bolivar,35.27527800,-88.97666700,MEG,LMRFC,Lower Mississippi Region,TN,0.20,0.05,0.05,1,2/7/2023,obj,FMA
BXAL1,BXAL1,Pearl River near Bogalusa,30.79305600,-89.82083300,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.95,0.64,0.05,3,2/7/2023,obj,FMA
BYML1,BYML1,Amite River at Bayou Manchac Point,30.34777800,-90.89694400,LIX,LMRFC,Lower Mississippi Region,LA,0.45,0.20,0.05,1,2/7/2023,obj,FMA
CAMA4,CAMA4,Ouachita River at Camden,33.59638900,-92.81805600,LZK,LMRFC,Lower Mississippi Region,AR,0.95,0.46,0.06,2,2/7/2023,obj,FMA
CARM6,CARM6,Pearl River near Carthage,32.70722200,-89.52638900,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.95,0.09,0.05,2,2/7/2023,obj,FMA
CCTM6,CCTM6,Yalobusha River at Calhoun City,33.83861100,-89.31555600,MEG,LMRFC,Lower Mississippi Region,MS,0.11,0.07,0.05,1,2/7/2023,obj,FMA
CGSL1,CGSL1,Bogue Falaya River near Camp Covington,30.55666700,-90.14611100,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.27,0.09,0.05,1,2/7/2023,obj,FMA
CHKT1,CHKT1,S. Chickamauga Creek near Chickamauga,35.01361100,-85.21055600,MRX,LMRFC,Tennessee Region,TN,0.34,0.15,0.05,1,2/7/2023,obj,FMA
CHSA1,CHSA1,Flint River (AL) near Chase,34.82277800,-86.48305600,HUN,LMRFC,Tennessee Region,AL,0.12,0.05,0.05,1,2/7/2023,obj,FMA
CIRI2,CIRI2,Ohio River at Cairo,37.00000000,-89.16250000,PAH,LMRFC,Ohio Region,IL,0.64,0.30,0.15,2,2/7/2023,obj,FMA
CKYM6,CKYM6,Chunky River near Chunky,32.32610000,-88.90920000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.27,0.10,0.05,1,2/7/2023,obj,FMA
CLDA4,CLDA4,White River at Clarendon,34.68555600,-91.31527800,LZK,LMRFC,Lower Mississippi Region,AR,0.95,0.27,0.05,2,2/7/2023,obj,FMA
CLMM6,CLMM6,Pearl River near Columbia,31.23777800,-89.84694400,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.95,0.15,0.05,2,2/7/2023,obj,FMA
CLRA4,CLRA4,White River at Calico Rock,36.11611100,-92.14305600,LZK,LMRFC,Arkansas-White-Red Region,AR,0.17,0.07,0.05,1,2/7/2023,obj,FMA
CLSM6,CLSM6,Leaf River near Collins,31.70690000,-89.40690000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.30,0.05,0.05,1,2/7/2023,obj,FMA
CLVV2,CLVV2,Clinch River at Cleveland,36.94472200,-82.15500000,MRX,LMRFC,Tennessee Region,VA,0.10,0.05,0.05,1,2/7/2023,obj,FMA
CMTL1,CMTL1,Comite River near Comite Joor Rd.,30.51250000,-91.07361100,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.52,0.30,0.08,2,2/7/2023,obj,FMA
CNVT1,CNVT1,Duck River at Centerville,35.78416700,-87.46000000,OHX,LMRFC,Tennessee Region,TN,0.31,0.23,0.06,1,2/7/2023,obj,FMA
COGL1,COGL1,Bayou Macon near Como,32.09280000,-91.59250000,JAN,LMRFC,Lower Mississippi Region,LA,0.35,0.21,0.09,1,2/7/2023,obj,FMA
COLT1,COLT1,Duck River at Columbia,35.61805600,-87.03250000,OHX,LMRFC,Tennessee Region,TN,0.23,0.19,0.08,1,2/7/2023,obj,FMA
COPT2,COPT2,South Sulphur River near Cooper,33.35638900,-95.59472200,FWD,LMRFC,Arkansas-White-Red Region,TX,0.86,0.34,0.05,2,2/7/2023,obj,FMA
CPGM7,CPGM7,Mississippi River at Cape Girardeau,37.30194400,-89.51805600,PAH,LMRFC,Upper Mississippi Region,MO,0.49,0.21,0.11,1,2/7/2023,obj,FMA
CPPT2,CPPT2,North Sulphur River near Cooper,33.47472200,-95.58750000,FWD,LMRFC,Arkansas-White-Red Region,TX,0.07,0.05,0.05,1,2/7/2023,obj,FMA
CREM6,CREM6,East Hobolochitto Creek near Caesar,30.57138900,-89.59472200,LIX,LMRFC,South Atlantic-Gulf Region,MS,0.69,0.32,0.08,2,2/7/2023,obj,FMA
CRGA4,CRGA4,Black River at Corning,36.40194400,-90.54138900,LZK,LMRFC,Arkansas-White-Red Region,AR,0.10,0.05,0.05,1,2/7/2023,obj,FMA
CRTM7,CRTM7,Mississippi River at Caruthersville,36.19472200,-89.65361100,MEG,LMRFC,Lower Mississippi Region,MO,0.46,0.05,0.05,1,2/7/2023,obj,FMA
CSHL1,CSHL1,Red River at Coushatta,32.01277800,-93.35305600,SHV,LMRFC,Arkansas-White-Red Region,LA,0.08,0.06,0.05,1,2/7/2023,obj,FMA
CUSL1,CUSL1,Tchefuncte River near Covington,30.49444400,-90.16944400,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.63,0.16,0.06,2,2/7/2023,obj,FMA
CVEL1,CVEL1,Bogue Falaya River at Boston Street,30.47638900,-90.08944400,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.64,0.14,0.08,2,2/7/2023,obj,FMA
CYNL1,CYNL1,Tensas River at Clayton,31.72460000,-91.54430000,JAN,LMRFC,Lower Mississippi Region,LA,0.20,0.11,0.05,1,2/7/2023,obj,FMA
DARL1,DARL1,Amite River near Darlington,30.88888900,-90.84444400,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.06,0.05,0.05,1,2/7/2023,obj,FMA
DENL1,DENL1,Amite River at Denham Springs,30.46388900,-90.99027800,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.52,0.11,0.05,2,2/7/2023,obj,FMA
DIBM6,DIBM6,Tchoutacabouffa River near D Iberville,30.47611100,-88.89361100,LIX,LMRFC,South Atlantic-Gulf Region,MS,0.54,0.06,0.05,2,2/7/2023,obj,FMA
DLAM6,DLAM6,Strong River at D&#039;lo,31.97777000,-89.89750000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.56,0.13,0.05,2,2/7/2023,obj,FMA
DNZM7,DNZM7,Current River at Doniphan,36.62194400,-90.84750000,PAH,LMRFC,Arkansas-White-Red Region,MO,0.16,0.07,0.05,1,2/7/2023,obj,FMA
DSCA4,DSCA4,White River at Des Arc,34.97666700,-91.49250000,LZK,LMRFC,Lower Mississippi Region,AR,0.95,0.41,0.17,2,2/7/2023,obj,FMA
DYET1,DYET1,North Fork Forked Deer River at Dyersburg,36.02972200,-89.38694400,MEG,LMRFC,Lower Mississippi Region,TN,0.20,0.05,0.05,1,2/7/2023,obj,FMA
EMBT1,EMBT1,Nolichucky River at Embreeville,36.17638900,-82.45750000,MRX,LMRFC,Tennessee Region,TN,0.05,0.05,0.05,1,2/7/2023,obj,FMA
EMCM7,EMCM7,Jacks Fork at Eminence,37.15417000,-91.35806000,SGF,LMRFC,Arkansas-White-Red Region,MO,0.08,0.05,0.05,1,2/7/2023,obj,FMA
ENBM6,ENBM6,Pearl River at Edinburg,32.79888900,-89.33500000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.95,0.10,0.05,2,2/7/2023,obj,FMA
ENGG1,ENGG1,Lookout Creek near New England,34.89750000,-85.46305600,FFC,LMRFC,Tennessee Region,GA,0.43,0.13,0.05,1,2/7/2023,obj,FMA
ENSM6,ENSM6,Chickasawhay River at Enterprise,32.17580000,-88.81970000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.69,0.42,0.05,2,2/7/2023,obj,FMA
ETAM6,ETAM6,Little Tallahatchie River at Etta,34.48250000,-89.22444400,MEG,LMRFC,Lower Mississippi Region,MS,0.88,0.22,0.08,2,2/7/2023,obj,FMA
FLCN7,FLCN7,French Broad River at Fletcher,35.42888900,-82.55277800,GSP,LMRFC,Tennessee Region,NC,0.14,0.05,0.05,1,2/7/2023,obj,FMA
FLSL1,FLSL1,Tchefuncte River near Folsom,30.61583300,-90.24861100,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.48,0.27,0.17,1,2/7/2023,obj,FMA
FRNL1,FRNL1,Bogue Chitto River at Franklinton,30.84277800,-90.16194400,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.56,0.28,0.05,2,2/7/2023,obj,FMA
FSKM7,FSKM7,St. Francis River at Fisk,36.79027800,-90.20083300,PAH,LMRFC,Lower Mississippi Region,MO,0.25,0.24,0.12,1,2/7/2023,obj,FMA
FYTT1,FYTT1,Elk River (TN) near Fayetteville,35.13444400,-86.53972200,HUN,LMRFC,Tennessee Region,TN,0.20,0.09,0.05,1,2/7/2023,obj,FMA
GATV2,GATV2,North Fork Holston River near Gate City,36.60861100,-82.56805600,MRX,LMRFC,Tennessee Region,VA,0.15,0.05,0.05,1,2/7/2023,obj,FMA
GDHM6,GDHM6,Pearl River near Lena,32.66722000,-89.64611000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.41,0.05,0.05,1,2/7/2023,obj,FMA
GEEM6,GEEM6,Mississippi River near Greenville,33.28711000,-91.15393000,JAN,LMRFC,Lower Mississippi Region,MS,0.29,0.12,0.05,1,2/7/2023,obj,FMA
GEOA4,GEOA4,White River at Georgetown,35.12888900,-91.44972200,LZK,LMRFC,Lower Mississippi Region,AR,0.94,0.30,0.07,2,2/7/2023,obj,FMA
GERT1,GERT1,Wolf River at Germantown,35.11638900,-89.80138900,MEG,LMRFC,Lower Mississippi Region,TN,0.14,0.11,0.05,1,2/7/2023,obj,FMA
GLFM6,GLFM6,Wolf River above Gulfport,30.39333300,-89.20638900,LIX,LMRFC,South Atlantic-Gulf Region,MS,0.67,0.05,0.05,2,2/7/2023,obj,FMA
GLML1,GLML1,Calcasieu River near Glenmora,30.99583300,-92.67361100,LCH,LMRFC,Lower Mississippi Region,LA,0.95,0.50,0.16,3,2/7/2023,obj,FMA
GLNM7,GLNM7,James River (MO) at Galena,36.80527800,-93.46166700,SGF,LMRFC,Arkansas-White-Red Region,MO,0.43,0.12,0.05,1,2/7/2023,obj,FMA
GREL1,GREL1,Red River at Grand Ecore,31.81822000,-93.08489000,SHV,LMRFC,Arkansas-White-Red Region,LA,0.15,0.06,0.05,1,2/7/2023,obj,FMA
GREM6,GREM6,Yazoo River at Greenwood,33.52254000,-90.18083000,JAN,LMRFC,Lower Mississippi Region,MS,0.75,0.38,0.14,2,2/7/2023,obj,FMA
HATM6,HATM6,Leaf River at Hattiesburg,31.34310000,-89.28030000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.32,0.15,0.05,1,2/7/2023,obj,FMA
HBGM6,HBGM6,Bouie Creek near Hattiesburg,31.42580000,-89.41470000,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.29,0.08,0.05,1,2/7/2023,obj,FMA
HDYA4,HDYA4,Spring River (AR) at Hardy,36.31361100,-91.48277800,LZK,LMRFC,Arkansas-White-Red Region,AR,0.47,0.26,0.17,1,2/7/2023,obj,FMA
HEEA4,HEEA4,Mississippi River at Helena,34.51583300,-90.58416700,MEG,LMRFC,Lower Mississippi Region,AR,0.08,0.05,0.05,1,2/7/2023,obj,FMA
HLST1,HLST1,South Fork Forked Deer River near Halls,35.92944400,-89.38972200,MEG,LMRFC,Lower Mississippi Region,TN,0.53,0.28,0.08,2,2/7/2023,obj,FMA
HMLT1,HMLT1,Duck River near Hurricane Mills,35.93006300,-87.74307900,OHX,LMRFC,Tennessee Region,TN,0.29,0.06,0.05,1,2/7/2023,obj,FMA
HOLL1,HOLL1,Tickfaw River at Holden,30.50361100,-90.67722200,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.45,0.10,0.05,1,2/7/2023,obj,FMA
HSPN7,HSPN7,French Broad River near Hot Springs,35.88972200,-82.82111100,GSP,LMRFC,Tennessee Region,NC,0.05,0.05,0.05,1,2/7/2023,obj,FMA
IMBA4,IMBA4,Spring River (AR) at Imboden,36.20527800,-91.17194400,LZK,LMRFC,Arkansas-White-Red Region,AR,0.54,0.29,0.15,2,2/7/2023,obj,FMA
IRCT1,IRCT1,Shoal Creek near Iron City,35.02416700,-87.57888900,OHX,LMRFC,Tennessee Region,TN,0.27,0.05,0.05,1,2/7/2023,obj,FMA
