lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
CLDK1,Elk Creek (KS) at Clyde,39.59111111,-97.39111111,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
CMBS2,James River near Columbia,45.60555556,-98.31166667,ABR,MBRFC,Missouri Region,SD,0.99,0.72,0.38,3,3/8/2023,obj,MAM
CMSM7,Missouri River near Chamois,38.68080000,-91.77300000,LSX,MBRFC,Missouri Region,MO,0.75,0.17,0.06,2,3/8/2023,obj,MAM
CMZM7,Sac River near Caplinger Mills,37.86972222,-93.80305556,SGF,MBRFC,Missouri Region,MO,0.57,0.44,0.13,2,3/8/2023,obj,MAM
CNKK1,Republican River at Concordia,39.58861111,-97.65805556,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
CORM8,Yellowstone River at Corwin Springs,45.11194444,-110.79361111,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
COSS2,Split Rock Creek at Corson,43.61638889,-96.56500000,FSD,MBRFC,Missouri Region,SD,0.18,0.07,0.05,1,3/8/2023,obj,MAM
CPRW4,North Platte River at Casper,42.86000000,-106.31916667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
CROW4,Wind River near Crowheart,43.24250000,-109.00972222,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
CRRI4,Little Sioux River at Correctionville,42.46861111,-95.79500000,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,3/8/2023,obj,MAM
CRTN1,Big Blue River near Crete,40.59638889,-96.96083333,OAX,MBRFC,Missouri Region,NE,0.34,0.07,0.05,1,3/8/2023,obj,MAM
CSWS2,Big Sioux River near Castlewood,44.73166667,-97.04444444,ABR,MBRFC,Missouri Region,SD,0.99,0.48,0.05,2,3/8/2023,obj,MAM
CULN1,Frenchman Creek at Culbertson,40.23472222,-100.87777778,GLD,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,3/8/2023,obj,MAM
CYCK1,Republican River at Clay Center,39.35555556,-97.12611111,TOP,MBRFC,Missouri Region,KS,0.26,0.05,0.05,1,3/8/2023,obj,MAM
DARN1,Platte River near Darr,40.77680000,-99.84800000,GID,MBRFC,Missouri Region,NE,0.41,0.18,0.13,1,3/8/2023,obj,MAM
DBRM8,Dearborn River near Craig,47.19861111,-112.09555556,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DCTN1,Missouri River at Decatur,42.00722222,-96.24138889,OAX,MBRFC,Missouri Region,NE,0.08,0.06,0.05,1,3/8/2023,obj,MAM
DELK1,Soldier Creek near Delia,39.23833333,-95.88833333,TOP,MBRFC,Missouri Region,KS,0.08,0.07,0.05,1,3/8/2023,obj,MAM
DERS2,Big Sioux River near Dell Rapids,43.79027778,-96.74500000,FSD,MBRFC,Missouri Region,SD,0.44,0.17,0.07,1,3/8/2023,obj,MAM
DEWN1,Turkey Creek near DeWitt,40.36722222,-96.88944444,OAX,MBRFC,Missouri Region,NE,0.15,0.06,0.06,1,3/8/2023,obj,MAM
DKKC2,North Fork Big Thompson River (CO) at Drake,40.43361111,-105.34583333,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DMRM8,Milk River near Dodson,48.40305556,-108.29361111,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DNCN1,Platte River near Duncan,41.36833333,-97.49527778,OAX,MBRFC,Missouri Region,NE,0.14,0.06,0.05,1,3/8/2023,obj,MAM
DNVC2,South Platte River at Denver,39.75972222,-105.00277778,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DRBC2,Clear Creek (CO) at Derby,39.82833333,-104.95833333,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DRGN1,West Fork Big Blue River near Dorchester,40.73083333,-97.17777778,OAX,MBRFC,Missouri Region,NE,0.24,0.05,0.05,1,3/8/2023,obj,MAM
DSOK1,Kansas River at De Soto,38.98333333,-94.96444444,EAX,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DTTM8,Teton River near Dutton,47.93027778,-111.55194444,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
DUBW4,Wind River near Dubois,43.57861111,-109.75916667,RIW,MBRFC,Missouri Region,WY,0.11,0.06,0.05,1,3/8/2023,obj,MAM
DVSI4,Thompson River (IA/MO) at Davis City,40.64027778,-93.80777778,DMX,MBRFC,Missouri Region,IA,0.28,0.05,0.05,1,3/8/2023,obj,MAM
DVSS2,Vermillion River near Davis,43.23722222,-96.98333333,FSD,MBRFC,Missouri Region,SD,0.62,0.29,0.09,2,3/8/2023,obj,MAM
DWEN1,Little Blue River near Deweese,40.34972222,-98.05916667,GID,MBRFC,Missouri Region,NE,0.25,0.05,0.05,1,3/8/2023,obj,MAM
ECRW4,Encampment River at Mouth near Encampment,41.30333333,-106.71194444,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
EDGM8,Clarks Fork of the Yellowstone at Edgar,45.46611111,-108.84305556,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
ELLK1,Big Creek at Ellis,38.93694444,-99.56361111,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
ELWK1,Smoky Hill River at Ellsworth,38.72666667,-98.23333333,ICT,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,3/8/2023,obj,MAM
EMSS2,Belle Fourche River near Elm Springs,44.36972222,-102.56555556,UNR,MBRFC,Missouri Region,SD,0.06,0.05,0.05,1,3/8/2023,obj,MAM
ENTK1,Smoky Hill River at Enterprise,38.90666667,-97.12000000,TOP,MBRFC,Missouri Region,KS,0.30,0.29,0.05,1,3/8/2023,obj,MAM
ERNM8,Milk River at Eastern Crossing nr Rudyard,48.98333333,-110.46666667,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
ESTK1,Stranger Creek at Easton,39.34500000,-95.10805556,EAX,MBRFC,Missouri Region,KS,0.85,0.77,0.16,3,3/8/2023,obj,MAM
EWIN1,Elkhorn River at Ewing,42.26833333,-98.33944444,LBF,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FBNM8,Missouri River at Fort Benton,47.81777778,-110.66750000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FFXM7,Tarkio River near Fairfax,40.33944444,-95.40666667,EAX,MBRFC,Missouri Region,MO,0.68,0.65,0.43,3,3/8/2023,obj,MAM
FKFK1,Black Vermillion River at Frankfort,39.68194444,-96.44250000,TOP,MBRFC,Missouri Region,KS,0.39,0.05,0.05,1,3/8/2023,obj,MAM
FLAW4,Laramie River near Fort Laramie,42.20055556,-104.53833333,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FLLN1,Big Nemaha River at Falls City,40.03555556,-95.59583333,OAX,MBRFC,Missouri Region,NE,0.11,0.10,0.05,1,3/8/2023,obj,MAM
FOMC2,South Platte River at Fort Morgan,40.26833333,-103.80111111,BOU,MBRFC,Missouri Region,CO,0.10,0.07,0.05,1,3/8/2023,obj,MAM
FORS2,James River near Forestburg,43.97388889,-98.07055556,FSD,MBRFC,Missouri Region,SD,0.79,0.52,0.26,3,3/8/2023,obj,MAM
FRBN1,Little Blue River near Fairbury,40.14638889,-97.19944444,OAX,MBRFC,Missouri Region,NE,0.08,0.06,0.05,1,3/8/2023,obj,MAM
FRYM8,Yellowstone River at Forsyth,46.26611111,-106.69000000,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FSKK1,Marmaton River at Fort Scott,37.84888889,-94.70250000,SGF,MBRFC,Missouri Region,KS,0.27,0.12,0.11,1,3/8/2023,obj,MAM
FTDC2,Cache La Poudre River (CO) above Fort Collins,40.66444444,-105.22388889,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FTHS2,Moreau River (SD) near Faith,45.19777778,-102.15611111,UNR,MBRFC,Missouri Region,SD,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FTNK1,Little Osage River at Fulton,38.00944444,-94.70361111,SGF,MBRFC,Missouri Region,KS,0.69,0.52,0.05,3,3/8/2023,obj,MAM
FTPS2,Bad River (SD) near Fort Pierre,44.32666667,-100.38388889,ABR,MBRFC,Missouri Region,SD,0.12,0.05,0.05,1,3/8/2023,obj,MAM
FTRK1,Kansas River at Ft. Riley,39.06166667,-96.76611111,TOP,MBRFC,Missouri Region,KS,0.09,0.05,0.05,1,3/8/2023,obj,MAM
FULN1,Cedar River (NE) near Fullerton,41.39472222,-98.00361111,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,3/8/2023,obj,MAM
FYTM7,Moniteau Creek near Fayette,39.12083333,-92.56111111,EAX,MBRFC,Missouri Region,MO,0.76,0.05,0.05,2,3/8/2023,obj,MAM
GAZM7,Grand River near Gallatin,39.92694444,-93.94250000,EAX,MBRFC,Missouri Region,MO,0.66,0.21,0.08,2,3/8/2023,obj,MAM
GBBN1,Wood River near Gibbon,40.77138889,-98.79750000,GID,MBRFC,Missouri Region,NE,0.26,0.18,0.17,1,3/8/2023,obj,MAM
GCEN8,James River near Grace City,47.55805556,-98.86250000,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GDEK1,N F Solomon River at Glade,39.67305556,-99.30916667,GID,MBRFC,Missouri Region,KS,0.08,0.05,0.05,1,3/8/2023,obj,MAM
GELN1,Loup River near Genoa,41.41805556,-97.72361111,GID,MBRFC,Missouri Region,NE,0.08,0.05,0.05,1,3/8/2023,obj,MAM
GEON1,Beaver Creek (Loup River tributary) at Genoa,41.44138889,-97.73444444,GID,MBRFC,Missouri Region,NE,0.11,0.05,0.05,1,3/8/2023,obj,MAM
GIDN1,Wood River at Grand Island Diversion,40.87444444,-98.37777778,GID,MBRFC,Missouri Region,NE,0.09,0.08,0.07,1,3/8/2023,obj,MAM
GLAK1,Solomon River near Glasco,39.33861111,-97.83583333,TOP,MBRFC,Missouri Region,KS,0.13,0.08,0.05,1,3/8/2023,obj,MAM
GLDC2,Clear Creek (CO) at Golden,39.75305556,-105.23472222,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GLGM8,Gallatin River near Gallatin Gateway,45.49750000,-111.26972222,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GLNM8,Yellowstone River at Glendive,47.10555556,-104.71888889,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GLNW4,North Platte River near Glenrock,42.83611111,-105.75888889,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GLWM8,Milk River near Glasgow,48.14416667,-106.59361111,GGW,MBRFC,Missouri Region,MT,0.22,0.11,0.05,1,3/8/2023,obj,MAM
GLZM7,Missouri River at Glasgow,39.22220000,-92.84860000,EAX,MBRFC,Missouri Region,MO,0.70,0.60,0.18,3,3/8/2023,obj,MAM
GOVK1,Hackberry Creek at Gove,38.95370000,-100.48760000,GLD,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GRIN1,Platte River near Grand Island,40.87444444,-98.28166667,GID,MBRFC,Missouri Region,NE,0.20,0.17,0.13,1,3/8/2023,obj,MAM
GRNN1,Salt Creek near Greenwood,40.96527778,-96.45444444,OAX,MBRFC,Missouri Region,NE,0.20,0.06,0.05,1,3/8/2023,obj,MAM
GRPC2,Cache La Poudre River (CO) near Greeley,40.41777778,-104.63944444,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
GRTK1,Pottawatomie Creek near Garnett,38.33361111,-95.24861111,TOP,MBRFC,Missouri Region,KS,0.24,0.05,0.05,1,3/8/2023,obj,MAM
GUIN1,Republican River at Guide Rock,40.06361111,-98.33138889,GID,MBRFC,Missouri Region,NE,0.23,0.13,0.05,1,3/8/2023,obj,MAM
GYBW4,Big Horn River at Greybull,44.48861111,-108.04694444,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HAIN1,Arikaree River at Haigler,40.02916667,-101.96750000,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HANW4,Medicine Bow River near Hanna,42.00972222,-106.51250000,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HBGK1,Little Blue River near Hollenberg,39.98333333,-97.00440000,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HBLN1,North Fork Big Nemaha River at Humboldt,40.15694444,-95.94444444,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HDYN1,Republican River near Hardy,39.99250000,-97.93138889,GID,MBRFC,Missouri Region,KS,0.23,0.05,0.05,1,3/8/2023,obj,MAM
HENN1,North Platte River near Henry,41.99861111,-104.05333333,CYS,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HLWM8,Musselshell River near Harlowton,46.42888889,-109.84138889,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HMBI4,Nishnabotna River above Hamburg,40.60170000,-95.64220000,OAX,MBRFC,Missouri Region,IA,0.53,0.18,0.05,2,3/8/2023,obj,MAM
HNDC2,South Platte River at Henderson,39.92222222,-104.86888889,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HNKI4,West Nishnabotna River near Hancock,41.39000000,-95.37138889,OAX,MBRFC,Missouri Region,IA,0.46,0.23,0.12,1,3/8/2023,obj,MAM
HOKI4,West Fork Ditch near Hornick,42.22694444,-96.07777778,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HRDM8,Little Bighorn River near Hardin,45.73583333,-107.55666667,BYZ,MBRFC,Missouri Region,MT,0.24,0.19,0.06,1,3/8/2023,obj,MAM
HRLM8,Milk River near Harlem,48.48944444,-108.75777778,TFX,MBRFC,Missouri Region,MT,0.06,0.05,0.05,1,3/8/2023,obj,MAM
HRNM7,Missouri River at Hermann,38.70166667,-91.43138889,LSX,MBRFC,Missouri Region,MO,0.74,0.32,0.21,2,3/8/2023,obj,MAM
HTNM7,Little Osage River at Horton,37.99472222,-94.36916667,SGF,MBRFC,Missouri Region,MO,0.91,0.21,0.05,2,3/8/2023,obj,MAM
HURS2,James River at Huron,44.36361111,-98.19888889,FSD,MBRFC,Missouri Region,SD,0.93,0.71,0.48,3,3/8/2023,obj,MAM
HVRM8,Milk River at Havre,48.56388889,-109.69500000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HWDI4,Big Sioux River above Hawarden,43.05138889,-96.48944444,FSD,MBRFC,Missouri Region,IA,0.78,0.38,0.26,2,3/8/2023,obj,MAM
HYSK1,Big Creek near Hays,38.85222222,-99.31805556,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,3/8/2023,obj,MAM
HZLM7,Gasconade River near Hazelgreen,37.75920000,-92.45170000,SGF,MBRFC,Missouri Region,MO,0.27,0.18,0.09,1,3/8/2023,obj,MAM
HZNN8,Knife River (ND) near Hazen,47.28527778,-101.62166667,BIS,MBRFC,Missouri Region,ND,0.40,0.27,0.23,1,3/8/2023,obj,MAM
ICLI4,Nodaway River at Clarinda,40.73861111,-95.01305556,OAX,MBRFC,Missouri Region,IA,0.15,0.08,0.05,1,3/8/2023,obj,MAM
ID8S2,Turtle Creek at Redfield,44.88333333,-98.51277778,ABR,MBRFC,Missouri Region,SD,0.69,0.27,0.17,2,3/8/2023,obj,MAM
ITHN1,Wahoo Creek at Ithaca,41.14750000,-96.53833333,OAX,MBRFC,Missouri Region,NE,0.46,0.40,0.05,1,3/8/2023,obj,MAM
JCMM7,Moreau River (MO) near Jefferson City,38.52916667,-92.19194444,LSX,MBRFC,Missouri Region,MO,0.71,0.49,0.30,2,3/8/2023,obj,MAM
JFFM7,Missouri River at Jefferson City,38.58694444,-92.17972222,LSX,MBRFC,Missouri Region,MO,0.57,0.42,0.19,2,3/8/2023,obj,MAM
JMEI4,Floyd River at James,42.57666667,-96.31194444,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,3/8/2023,obj,MAM
JMSK1,Buffalo Creek (KS River Basin) at Jamestown,39.61472222,-97.85638889,TOP,MBRFC,Missouri Region,KS,0.13,0.05,0.05,1,3/8/2023,obj,MAM
JNCK1,Lyon Creek near Junction City,38.94916667,-96.85805556,TOP,MBRFC,Missouri Region,KS,0.23,0.05,0.05,1,3/8/2023,obj,MAM
