lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
CPRW4,North Platte River at Casper,42.86000000,-106.31916667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
CROW4,Wind River near Crowheart,43.24250000,-109.00972222,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
CRRI4,Little Sioux River at Correctionville,42.46861111,-95.79500000,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
CRTN1,Big Blue River near Crete,40.59638889,-96.96083333,OAX,MBRFC,Missouri Region,NE,0.11,0.05,0.05,1,2/21/2023,obj,FMA
CSWS2,Big Sioux River near Castlewood,44.73166667,-97.04444444,ABR,MBRFC,Missouri Region,SD,0.91,0.53,0.05,3,2/21/2023,obj,FMA
CULN1,Frenchman Creek at Culbertson,40.23472222,-100.87777778,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
CYCK1,Republican River at Clay Center,39.35555556,-97.12611111,TOP,MBRFC,Missouri Region,KS,0.18,0.05,0.05,1,2/21/2023,obj,FMA
DARN1,Platte River near Darr,40.77680000,-99.84800000,GID,MBRFC,Missouri Region,NE,0.32,0.12,0.10,1,2/21/2023,obj,FMA
DBRM8,Dearborn River near Craig,47.19861111,-112.09555556,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DCTN1,Missouri River at Decatur,42.00722222,-96.24138889,OAX,MBRFC,Missouri Region,NE,0.07,0.05,0.05,1,2/21/2023,obj,FMA
DELK1,Soldier Creek near Delia,39.23833333,-95.88833333,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DERS2,Big Sioux River near Dell Rapids,43.79027778,-96.74500000,FSD,MBRFC,Missouri Region,SD,0.33,0.15,0.06,1,2/21/2023,obj,FMA
DEWN1,Turkey Creek near DeWitt,40.36722222,-96.88944444,OAX,MBRFC,Missouri Region,NE,0.06,0.06,0.06,1,2/21/2023,obj,FMA
DKKC2,North Fork Big Thompson River (CO) at Drake,40.43361111,-105.34583333,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DMRM8,Milk River near Dodson,48.40305556,-108.29361111,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DNCN1,Platte River near Duncan,41.36833333,-97.49527778,OAX,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/21/2023,obj,FMA
DNVC2,South Platte River at Denver,39.75972222,-105.00277778,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DRBC2,Clear Creek (CO) at Derby,39.82833333,-104.95833333,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DRGN1,West Fork Big Blue River near Dorchester,40.73083333,-97.17777778,OAX,MBRFC,Missouri Region,NE,0.09,0.05,0.05,1,2/21/2023,obj,FMA
DSOK1,Kansas River at De Soto,38.98333333,-94.96444444,EAX,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DTTM8,Teton River near Dutton,47.93027778,-111.55194444,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DUBW4,Wind River near Dubois,43.57861111,-109.75916667,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
DVSI4,Thompson River (IA/MO) at Davis City,40.64027778,-93.80777778,DMX,MBRFC,Missouri Region,IA,0.18,0.05,0.05,1,2/21/2023,obj,FMA
DVSS2,Vermillion River near Davis,43.23722222,-96.98333333,FSD,MBRFC,Missouri Region,SD,0.91,0.56,0.20,3,2/21/2023,obj,FMA
DWEN1,Little Blue River near Deweese,40.34972222,-98.05916667,GID,MBRFC,Missouri Region,NE,0.13,0.05,0.05,1,2/21/2023,obj,FMA
ECRW4,Encampment River at Mouth near Encampment,41.30333333,-106.71194444,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
EDGM8,Clarks Fork of the Yellowstone at Edgar,45.46611111,-108.84305556,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
ELLK1,Big Creek at Ellis,38.93694444,-99.56361111,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
ELWK1,Smoky Hill River at Ellsworth,38.72666667,-98.23333333,ICT,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,2/21/2023,obj,FMA
EMSS2,Belle Fourche River near Elm Springs,44.36972222,-102.56555556,UNR,MBRFC,Missouri Region,SD,0.05,0.05,0.05,1,2/21/2023,obj,FMA
ENTK1,Smoky Hill River at Enterprise,38.90666667,-97.12000000,TOP,MBRFC,Missouri Region,KS,0.17,0.16,0.05,1,2/21/2023,obj,FMA
ERNM8,Milk River at Eastern Crossing nr Rudyard,48.98333333,-110.46666667,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
ESTK1,Stranger Creek at Easton,39.34500000,-95.10805556,EAX,MBRFC,Missouri Region,KS,0.76,0.65,0.07,3,2/21/2023,obj,FMA
EWIN1,Elkhorn River at Ewing,42.26833333,-98.33944444,LBF,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FBNM8,Missouri River at Fort Benton,47.81777778,-110.66750000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FFXM7,Tarkio River near Fairfax,40.33944444,-95.40666667,EAX,MBRFC,Missouri Region,MO,0.59,0.54,0.33,3,2/21/2023,obj,FMA
FKFK1,Black Vermillion River at Frankfort,39.68194444,-96.44250000,TOP,MBRFC,Missouri Region,KS,0.47,0.05,0.05,1,2/21/2023,obj,FMA
FLAW4,Laramie River near Fort Laramie,42.20055556,-104.53833333,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FLLN1,Big Nemaha River at Falls City,40.03555556,-95.59583333,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FOMC2,South Platte River at Fort Morgan,40.26833333,-103.80111111,BOU,MBRFC,Missouri Region,CO,0.09,0.07,0.05,1,2/21/2023,obj,FMA
FORS2,James River near Forestburg,43.97388889,-98.07055556,FSD,MBRFC,Missouri Region,SD,0.46,0.25,0.18,1,2/21/2023,obj,FMA
FRBN1,Little Blue River near Fairbury,40.14638889,-97.19944444,OAX,MBRFC,Missouri Region,NE,0.06,0.05,0.05,1,2/21/2023,obj,FMA
FRYM8,Yellowstone River at Forsyth,46.26611111,-106.69000000,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FSKK1,Marmaton River at Fort Scott,37.84888889,-94.70250000,SGF,MBRFC,Missouri Region,KS,0.30,0.12,0.11,1,2/21/2023,obj,FMA
FTDC2,Cache La Poudre River (CO) above Fort Collins,40.66444444,-105.22388889,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FTHS2,Moreau River (SD) near Faith,45.19777778,-102.15611111,UNR,MBRFC,Missouri Region,SD,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FTNK1,Little Osage River at Fulton,38.00944444,-94.70361111,SGF,MBRFC,Missouri Region,KS,0.63,0.46,0.05,2,2/21/2023,obj,FMA
FTPS2,Bad River (SD) near Fort Pierre,44.32666667,-100.38388889,ABR,MBRFC,Missouri Region,SD,0.08,0.05,0.05,1,2/21/2023,obj,FMA
FTRK1,Kansas River at Ft. Riley,39.06166667,-96.76611111,TOP,MBRFC,Missouri Region,KS,0.09,0.05,0.05,1,2/21/2023,obj,FMA
FULN1,Cedar River (NE) near Fullerton,41.39472222,-98.00361111,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
FYTM7,Moniteau Creek near Fayette,39.12083333,-92.56111111,EAX,MBRFC,Missouri Region,MO,0.67,0.05,0.05,2,2/21/2023,obj,FMA
GAZM7,Grand River near Gallatin,39.92694444,-93.94250000,EAX,MBRFC,Missouri Region,MO,0.54,0.14,0.05,2,2/21/2023,obj,FMA
GBBN1,Wood River near Gibbon,40.77138889,-98.79750000,GID,MBRFC,Missouri Region,NE,0.17,0.12,0.10,1,2/21/2023,obj,FMA
GCEN8,James River near Grace City,47.55805556,-98.86250000,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GDEK1,N F Solomon River at Glade,39.67305556,-99.30916667,GID,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GELN1,Loup River near Genoa,41.41805556,-97.72361111,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GEON1,Beaver Creek (Loup River tributary) at Genoa,41.44138889,-97.73444444,GID,MBRFC,Missouri Region,NE,0.08,0.05,0.05,1,2/21/2023,obj,FMA
GIDN1,Wood River at Grand Island Diversion,40.87444444,-98.37777778,GID,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GLAK1,Solomon River near Glasco,39.33861111,-97.83583333,TOP,MBRFC,Missouri Region,KS,0.12,0.05,0.05,1,2/21/2023,obj,FMA
GLDC2,Clear Creek (CO) at Golden,39.75305556,-105.23472222,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GLGM8,Gallatin River near Gallatin Gateway,45.49750000,-111.26972222,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GLNM8,Yellowstone River at Glendive,47.10555556,-104.71888889,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GLNW4,North Platte River near Glenrock,42.83611111,-105.75888889,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GLWM8,Milk River near Glasgow,48.14416667,-106.59361111,GGW,MBRFC,Missouri Region,MT,0.20,0.07,0.05,1,2/21/2023,obj,FMA
GLZM7,Missouri River at Glasgow,39.22220000,-92.84860000,EAX,MBRFC,Missouri Region,MO,0.58,0.50,0.12,3,2/21/2023,obj,FMA
GOVK1,Hackberry Creek at Gove,38.95370000,-100.48760000,GLD,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GRIN1,Platte River near Grand Island,40.87444444,-98.28166667,GID,MBRFC,Missouri Region,NE,0.13,0.10,0.08,1,2/21/2023,obj,FMA
GRNN1,Salt Creek near Greenwood,40.96527778,-96.45444444,OAX,MBRFC,Missouri Region,NE,0.09,0.05,0.05,1,2/21/2023,obj,FMA
GRPC2,Cache La Poudre River (CO) near Greeley,40.41777778,-104.63944444,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
GRTK1,Pottawatomie Creek near Garnett,38.33361111,-95.24861111,TOP,MBRFC,Missouri Region,KS,0.20,0.05,0.05,1,2/21/2023,obj,FMA
GUIN1,Republican River at Guide Rock,40.06361111,-98.33138889,GID,MBRFC,Missouri Region,NE,0.14,0.06,0.05,1,2/21/2023,obj,FMA
GYBW4,Big Horn River at Greybull,44.48861111,-108.04694444,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HAIN1,Arikaree River at Haigler,40.02916667,-101.96750000,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HANW4,Medicine Bow River near Hanna,42.00972222,-106.51250000,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HBGK1,Little Blue River near Hollenberg,39.98333333,-97.00440000,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HBLN1,North Fork Big Nemaha River at Humboldt,40.15694444,-95.94444444,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HDYN1,Republican River near Hardy,39.99250000,-97.93138889,GID,MBRFC,Missouri Region,KS,0.16,0.05,0.05,1,2/21/2023,obj,FMA
HENN1,North Platte River near Henry,41.99861111,-104.05333333,CYS,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HLWM8,Musselshell River near Harlowton,46.42888889,-109.84138889,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HMBI4,Nishnabotna River above Hamburg,40.60170000,-95.64220000,OAX,MBRFC,Missouri Region,IA,0.36,0.13,0.05,1,2/21/2023,obj,FMA
HNDC2,South Platte River at Henderson,39.92222222,-104.86888889,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HNKI4,West Nishnabotna River near Hancock,41.39000000,-95.37138889,OAX,MBRFC,Missouri Region,IA,0.38,0.16,0.08,1,2/21/2023,obj,FMA
HOKI4,West Fork Ditch near Hornick,42.22694444,-96.07777778,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HRDM8,Little Bighorn River near Hardin,45.73583333,-107.55666667,BYZ,MBRFC,Missouri Region,MT,0.30,0.20,0.05,1,2/21/2023,obj,FMA
HRLM8,Milk River near Harlem,48.48944444,-108.75777778,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HRNM7,Missouri River at Hermann,38.70166667,-91.43138889,LSX,MBRFC,Missouri Region,MO,0.71,0.31,0.17,2,2/21/2023,obj,FMA
HTNM7,Little Osage River at Horton,37.99472222,-94.36916667,SGF,MBRFC,Missouri Region,MO,0.90,0.22,0.05,2,2/21/2023,obj,FMA
HURS2,James River at Huron,44.36361111,-98.19888889,FSD,MBRFC,Missouri Region,SD,0.51,0.28,0.21,2,2/21/2023,obj,FMA
HVRM8,Milk River at Havre,48.56388889,-109.69500000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HWDI4,Big Sioux River above Hawarden,43.05138889,-96.48944444,FSD,MBRFC,Missouri Region,IA,0.39,0.32,0.22,1,2/21/2023,obj,FMA
HYSK1,Big Creek near Hays,38.85222222,-99.31805556,DDC,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
HZLM7,Gasconade River near Hazelgreen,37.75920000,-92.45170000,SGF,MBRFC,Missouri Region,MO,0.33,0.18,0.10,1,2/21/2023,obj,FMA
HZNN8,Knife River (ND) near Hazen,47.28527778,-101.62166667,BIS,MBRFC,Missouri Region,ND,0.14,0.11,0.05,1,2/21/2023,obj,FMA
ICLI4,Nodaway River at Clarinda,40.73861111,-95.01305556,OAX,MBRFC,Missouri Region,IA,0.11,0.05,0.05,1,2/21/2023,obj,FMA
ID8S2,Turtle Creek at Redfield,44.88333333,-98.51277778,ABR,MBRFC,Missouri Region,SD,0.38,0.18,0.13,1,2/21/2023,obj,FMA
ITHN1,Wahoo Creek at Ithaca,41.14750000,-96.53833333,OAX,MBRFC,Missouri Region,NE,0.50,0.39,0.05,1,2/21/2023,obj,FMA
JCMM7,Moreau River (MO) near Jefferson City,38.52916667,-92.19194444,LSX,MBRFC,Missouri Region,MO,0.73,0.47,0.24,2,2/21/2023,obj,FMA
JFFM7,Missouri River at Jefferson City,38.58694444,-92.17972222,LSX,MBRFC,Missouri Region,MO,0.44,0.27,0.13,1,2/21/2023,obj,FMA
JMEI4,Floyd River at James,42.57666667,-96.31194444,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
JMSK1,Buffalo Creek (KS River Basin) at Jamestown,39.61472222,-97.85638889,TOP,MBRFC,Missouri Region,KS,0.12,0.05,0.05,1,2/21/2023,obj,FMA
JNCK1,Lyon Creek near Junction City,38.94916667,-96.85805556,TOP,MBRFC,Missouri Region,KS,0.17,0.05,0.05,1,2/21/2023,obj,FMA
JRMM7,Gasconade River at Jerome,37.93000000,-91.97720000,SGF,MBRFC,Missouri Region,MO,0.59,0.21,0.08,2,2/21/2023,obj,FMA
JRMS2,James River near Mitchell,43.65888889,-97.91888889,FSD,MBRFC,Missouri Region,SD,0.50,0.27,0.19,1,2/21/2023,obj,FMA
JUCK1,Smoky Hill River near Junction City,38.97888889,-96.85722222,TOP,MBRFC,Missouri Region,KS,0.11,0.05,0.05,1,2/21/2023,obj,FMA
JULC2,South Platte River near Julesburg,40.97920000,-102.25420000,BOU,MBRFC,Missouri Region,CO,0.08,0.05,0.05,1,2/21/2023,obj,FMA
KAYM7,Blue River at 63rd Street,39.01416667,-94.52555556,EAX,MBRFC,Missouri Region,MO,0.16,0.05,0.05,1,2/21/2023,obj,FMA
KBRM7,Blue River at Blue Ridge Blvd Ext,38.89000000,-94.58111111,EAX,MBRFC,Missouri Region,MO,0.20,0.08,0.05,1,2/21/2023,obj,FMA
KCCM7,Blue River at Bannister Road,38.95722222,-94.55861111,EAX,MBRFC,Missouri Region,MO,0.11,0.05,0.05,1,2/21/2023,obj,FMA
KCDM7,Missouri River at Kansas City,39.11166667,-94.58805556,EAX,MBRFC,Missouri Region,MO,0.09,0.06,0.05,1,2/21/2023,obj,FMA
KCKK1,Kansas River at 23rd Street - Kansas City - KS,39.09000000,-94.60888889,EAX,MBRFC,Missouri Region,KS,0.12,0.05,0.05,1,2/21/2023,obj,FMA
KCTM7,Blue River at 12th Street,39.09694444,-94.49111111,EAX,MBRFC,Missouri Region,MO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
KDKS2,White River (NE-SD) near Kadoka,43.75250000,-101.52444444,UNR,MBRFC,Missouri Region,SD,0.28,0.23,0.08,1,2/21/2023,obj,FMA
KEAN1,Platte River near Kearney,40.65805556,-99.08611111,GID,MBRFC,Missouri Region,NE,0.08,0.05,0.05,1,2/21/2023,obj,FMA
KERC2,South Platte River near Kersey,40.41250000,-104.56305556,BOU,MBRFC,Missouri Region,CO,0.06,0.05,0.05,1,2/21/2023,obj,FMA
KINW4,Wind River near Kinnear,43.12777778,-108.72361111,RIW,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
KNYM7,Blue River at 71 Highway,38.97277778,-94.54500000,EAX,MBRFC,Missouri Region,MO,0.14,0.05,0.05,1,2/21/2023,obj,FMA
KSDM7,Blue River at Stadium Drive,39.05833333,-94.51166667,EAX,MBRFC,Missouri Region,MO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
KSVM7,Blue River at 17th Street,39.09000000,-94.49388889,EAX,MBRFC,Missouri Region,MO,0.07,0.05,0.05,1,2/21/2023,obj,FMA
LAMN8,James River at LaMoure,46.35555556,-98.30416667,BIS,MBRFC,Missouri Region,ND,0.10,0.05,0.05,1,2/21/2023,obj,FMA
LAWK1,Wakarusa River near Lawrence,38.91111111,-95.26027778,TOP,MBRFC,Missouri Region,KS,0.06,0.05,0.05,1,2/21/2023,obj,FMA
LCGK1,Marais Des Cygnes River at La Cygne,38.34527778,-94.77194444,EAX,MBRFC,Missouri Region,KS,0.57,0.36,0.05,2,2/21/2023,obj,FMA
LCNN1,Salt Creek at Lincoln (27th Street),40.84694444,-96.68166667,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LCPK1,Kansas River at Lecompton,39.05194444,-95.38750000,TOP,MBRFC,Missouri Region,KS,0.15,0.05,0.05,1,2/21/2023,obj,FMA
LDKM8,Missouri River near Landusky,47.63083333,-108.68694444,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LDLK1,Beaver Creek at Ludell,39.84861111,-101.03388889,GLD,MBRFC,Missouri Region,KS,0.20,0.05,0.05,1,2/21/2023,obj,FMA
LESN1,Platte River near Leshara,41.31972222,-96.40444444,OAX,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LEVK1,Missouri River at Leavenworth,39.32694444,-94.90916667,EAX,MBRFC,Missouri Region,KS,0.16,0.08,0.05,1,2/21/2023,obj,FMA
LEWN1,North Platte River at Lewellen,41.31690000,-102.12560000,LBF,MBRFC,Missouri Region,NE,0.08,0.05,0.05,1,2/21/2023,obj,FMA
LGEM8,Lodge Creek below McRae Creek at International Boundary,49.00527778,-109.71722222,TFX,MBRFC,Missouri Region,MT,0.14,0.05,0.05,1,2/21/2023,obj,FMA
LGNI4,Boyer River at Logan,41.64250000,-95.78250000,OAX,MBRFC,Missouri Region,IA,0.06,0.06,0.05,1,2/21/2023,obj,FMA
LIES2,Grand River (SD) near Little Eagle,45.65777778,-100.81777778,ABR,MBRFC,Missouri Region,SD,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LINK1,Saline River (KS) at Lincoln,39.02777778,-98.15027778,ICT,MBRFC,Missouri Region,KS,0.07,0.05,0.05,1,2/21/2023,obj,FMA
LISK1,Rock Creek (KS) at Louisville,39.24916667,-96.31472222,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LIVM8,Yellowstone River near Livingston,45.59722222,-110.56527778,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LKCM7,Little Blue River (MO) near Lake City,39.10083333,-94.30027778,EAX,MBRFC,Missouri Region,MO,0.35,0.05,0.05,1,2/21/2023,obj,FMA
LLRW4,Laramie River at Laramie,41.32777778,-105.60722222,CYS,MBRFC,Missouri Region,WY,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LMCN8,Little Muddy River near Williston,48.28444444,-103.57250000,BIS,MBRFC,Missouri Region,ND,0.17,0.07,0.05,1,2/21/2023,obj,FMA
LMRI4,Floyd River at Le Mars,42.80027778,-96.17388889,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LNDK1,Salt Creek (LNDK1) at Lyndon,38.60888889,-95.63805556,TOP,MBRFC,Missouri Region,KS,0.31,0.05,0.05,1,2/21/2023,obj,FMA
LNEK1,Pottawatomie Creek at Lane,38.44361111,-95.08388889,TOP,MBRFC,Missouri Region,KS,0.16,0.12,0.05,1,2/21/2023,obj,FMA
LNNI4,Little Sioux River at Linn Grove,42.89555556,-95.24333333,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LNRK1,N F Solomon River at Lenora,39.60916667,-100.00138889,GLD,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LNSK1,Smoky Hill River at Lindsborg,38.56611111,-97.67277778,ICT,MBRFC,Missouri Region,KS,0.07,0.05,0.05,1,2/21/2023,obj,FMA
LOGM8,Gallatin River at Logan,45.88527778,-111.43750000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LOUN1,Platte River at Louisville,41.01527778,-96.15777778,OAX,MBRFC,Missouri Region,NE,0.08,0.05,0.05,1,2/21/2023,obj,FMA
LOVC2,Plum Creek (CO) near Sedalia,39.43833333,-104.98250000,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LSON1,North Platte River at Lisco,41.49000000,-102.62470000,LBF,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LUPC2,South Platte River at Fort Lupton,40.11611111,-104.81805556,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LUVM5,Rock River at Luverne,43.65420000,-96.20080000,FSD,MBRFC,Missouri Region,MN,0.13,0.05,0.05,1,2/21/2023,obj,FMA
LVNM8,Musselshell River near Lavina,46.28916667,-108.93750000,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
LWRK1,Kansas River at Lawrence,38.97416667,-95.23583333,TOP,MBRFC,Missouri Region,KS,0.12,0.06,0.05,1,2/21/2023,obj,FMA
MALM8,Milk River at Malta,48.36194444,-107.87583333,GGW,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MAPI4,Maple River at Mapleton,42.15694444,-95.80972222,OAX,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MCKN1,Driftwood Creek near McCook,40.14583333,-100.67277778,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MDAN8,Little Missouri River at Medora,46.91805556,-103.53027778,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MDNN8,Heart River near Mandan,46.83361111,-100.97444444,BIS,MBRFC,Missouri Region,ND,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MDYM8,Muddy Creek at Vaughn,47.56166667,-111.54250000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MENN8,Apple Creek (ND) near Menoken,46.79444444,-100.65694444,BIS,MBRFC,Missouri Region,ND,0.58,0.38,0.13,2,2/21/2023,obj,FMA
MHKK1,Kansas River at Manhattan,39.17472222,-96.55444444,TOP,MBRFC,Missouri Region,KS,0.10,0.05,0.05,1,2/21/2023,obj,FMA
MIAM7,Missouri River at Miami,39.32833333,-93.22472222,EAX,MBRFC,Missouri Region,MO,0.64,0.11,0.10,2,2/21/2023,obj,FMA
MICM8,Tongue River at Miles City,46.38472222,-105.84472222,BYZ,MBRFC,Missouri Region,MT,0.06,0.05,0.05,1,2/21/2023,obj,FMA
MICN1,North Platte River near Mitchell,41.92694444,-103.81333333,CYS,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MIDS2,Bad River (SD) near Midland,44.06722222,-101.16027778,UNR,MBRFC,Missouri Region,SD,0.24,0.05,0.05,1,2/21/2023,obj,FMA
MIFI4,Little Sioux River near Milford,43.32777778,-95.20166667,FSD,MBRFC,Missouri Region,IA,0.58,0.30,0.20,2,2/21/2023,obj,FMA
MILM8,Yellowstone River at Miles City,46.42083333,-105.86000000,BYZ,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MKRN1,Republican River at McCook,40.18750000,-100.61805556,GLD,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MLRM8,Big Hole River near Melrose,45.53333333,-112.70000000,TFX,MBRFC,Missouri Region,MT,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MNGN8,Knife River (ND) at Manning,47.23611111,-102.76944444,BIS,MBRFC,Missouri Region,ND,0.10,0.05,0.05,1,2/21/2023,obj,FMA
MNTN1,North Platte River near Minatare,41.79000000,-103.51888889,CYS,MBRFC,Missouri Region,NE,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MOAM7,Osage River at Mari-Osa Campground,38.49388889,-92.00694444,LSX,MBRFC,Missouri Region,MO,0.33,0.21,0.12,1,2/21/2023,obj,FMA
MOLI4,Chariton River near Moulton,40.69250000,-92.77277778,DMX,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MPSK1,Solomon River at Minneapolis,39.12027778,-97.71111111,TOP,MBRFC,Missouri Region,KS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MRLI4,Floyd River at Merrill,42.72138889,-96.24027778,FSD,MBRFC,Missouri Region,IA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
MRRC2,Bear Creek (CO) at Morrison,39.65305556,-105.19555556,BOU,MBRFC,Missouri Region,CO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
