lid,name,lat,lon,wfo,rfc,wrr,state,minor,moderate,major,code,date_produced,obj_or_subj,interval
PLAM6,Pearl River near Philadelphia/at Burnside,32.8414,-89.0978,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.89,0.23,0.05,2,2/21/2023,obj,FMA
PLGA4,L'Anguille River at Palestine,34.972778,-90.884722,MEG,LMRFC,Lower Mississippi Region,AR,0.27,0.05,0.05,1,2/21/2023,obj,FMA
PLKT1,Richland Creek near Pulaski,35.195,-87.063889,OHX,LMRFC,Tennessee Region,TN,0.17,0.05,0.05,1,2/21/2023,obj,FMA
POCA4,Black River at Pocahontas,36.254167,-90.970278,LZK,LMRFC,Arkansas-White-Red Region,AR,0.87,0.24,0.05,2,2/21/2023,obj,FMA
PPBM7,Black River at Poplar Bluff,36.759722,-90.388056,PAH,LMRFC,Arkansas-White-Red Region,MO,0.33,0.14,0.05,1,2/21/2023,obj,FMA
PSPT1,Elk River near Prospect,35.014167,-86.994722,OHX,LMRFC,Tennessee Region,TN,0.13,0.05,0.05,1,2/21/2023,obj,FMA
PTTA4,Cache River at Patterson,35.269722,-91.236389,LZK,LMRFC,Lower Mississippi Region,AR,0.95,0.3,0.14,2,2/21/2023,obj,FMA
PVLL1,Amite River at Port Vincent,30.3325,-90.851944,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.22,0.05,0.05,1,2/21/2023,obj,FMA
PWDM7,Current River above Powder Mill,37.1855,-91.1779,SGF,LMRFC,Missouri Region,MO,0.46,0.05,0.05,1,2/21/2023,obj,FMA
RATM6,Pearl River at Ratliff&#039;s Ferry,32.59416,-89.84055,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.31,0.05,0.05,1,2/21/2023,obj,FMA
RHLL1,Little River of Louisiana near Rochelle,31.754167,-92.344444,SHV,LMRFC,Lower Mississippi Region,LA,0.71,0.26,0.07,2,2/21/2023,obj,FMA
RIGA4,Right Hand Chute Little River at Rivervale,35.671667,-90.338056,MEG,LMRFC,Lower Mississippi Region,AR,0.53,0.14,0.1,2,2/21/2023,obj,FMA
RLRV2,Clinch River near Richlands,37.086111,-81.781111,RNK,LMRFC,Tennessee Region,VA,0.19,0.08,0.05,1,2/21/2023,obj,FMA
RLTT1,Hatchie River at Rialto,35.637222,-89.609444,MEG,LMRFC,Lower Mississippi Region,TN,0.06,0.05,0.05,1,2/21/2023,obj,FMA
RNTM6,Tallahala Creek near Runnelstown,31.332778,-89.1125,MOB,LMRFC,South Atlantic-Gulf Region,MS,0.3,0.05,0.05,1,2/21/2023,obj,FMA
ROBL1,Tangipahoa River at Robert,30.506389,-90.361667,LIX,LMRFC,South Atlantic-Gulf Region,LA,0.53,0.22,0.1,2,2/21/2023,obj,FMA
ROCM6,Pearl River at Rockport,31.79083,-90.1425,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.95,0.1,0.05,2,2/21/2023,obj,FMA
ROST1,Wolf River at Rossville,35.054167,-89.540833,MEG,LMRFC,Lower Mississippi Region,TN,0.16,0.07,0.05,1,2/21/2023,obj,FMA
RSAM6,Homochitto River at Rosetta,31.3247,-91.1094,JAN,LMRFC,Lower Mississippi Region,MS,0.12,0.05,0.05,1,2/21/2023,obj,FMA
RVSA4,Eleven Point River at Ravenden Springs,36.346389,-91.114167,LZK,LMRFC,Arkansas-White-Red Region,AR,0.45,0.39,0.17,1,2/21/2023,obj,FMA
RYEA4,Saline River at Rye,33.700833,-92.025833,LZK,LMRFC,Lower Mississippi Region,AR,0.21,0.05,0.05,1,2/21/2023,obj,FMA
SALV2,North Fork Holston River at Saltville,36.896667,-81.746389,RNK,LMRFC,Tennessee Region,VA,0.15,0.05,0.05,1,2/21/2023,obj,FMA
SARM6,Coldwater River near Sarah,34.575556,-90.224444,MEG,LMRFC,Lower Mississippi Region,MS,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SCKG1,South Chickamauga Creek at Ringgold,34.918944,-85.125722,FFC,LMRFC,South Atlantic-Gulf Region,GA,0.2,0.05,0.05,1,2/21/2023,obj,FMA
SEVT1,Little Pigeon River above Sevierville,35.878333,-83.577778,MRX,LMRFC,Tennessee Region,TN,0.1,0.05,0.05,1,2/21/2023,obj,FMA
SFRA4,St. Francis River at St. Francis,36.455833,-90.137778,MEG,LMRFC,Lower Mississippi Region,AR,0.47,0.06,0.05,1,2/21/2023,obj,FMA
SFYV2,Clinch River near Speers Ferry,36.648611,-82.750556,MRX,LMRFC,Tennessee Region,VA,0.19,0.05,0.05,1,2/21/2023,obj,FMA
SHBM6,Chickasawhay River at Shubuta,31.857575,-88.686906,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.23,0.05,0.05,1,2/21/2023,obj,FMA
SHVT1,Duck River near Shelbyville,35.480278,-86.499167,OHX,LMRFC,Tennessee Region,TN,0.23,0.17,0.07,1,2/21/2023,obj,FMA
SJOA4,Buffalo River near St Joe,35.983056,-92.747222,LZK,LMRFC,Arkansas-White-Red Region,AR,0.11,0.05,0.05,1,2/21/2023,obj,FMA
SMFV2,Middle Fork Holston River at Seven Mile Ford,36.807222,-81.622222,RNK,LMRFC,Tennessee Region,VA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SMLI2,Ohio River at Smithland Lock and Dam,37.158333,-88.426111,PAH,LMRFC,Ohio Region,IL,0.33,0.09,0.05,1,2/21/2023,obj,FMA
SPHL1,Bayou Dorcheat near Springhill,32.994444,-93.396389,SHV,LMRFC,Arkansas-White-Red Region,LA,0.95,0.14,0.05,2,2/21/2023,obj,FMA
SUNM6,Big Sunflower River at Sunflower,33.547222,-90.543056,JAN,LMRFC,Lower Mississippi Region,MS,0.27,0.15,0.12,1,2/21/2023,obj,FMA
SVPL1,Red River at Shreveport,32.515278,-93.740278,SHV,LMRFC,Arkansas-White-Red Region,LA,0.05,0.05,0.05,1,2/21/2023,obj,FMA
SWNM6,Tallahatchie River near Swan Lake,33.860556,-90.276667,MEG,LMRFC,Lower Mississippi Region,MS,0.42,0.05,0.05,1,2/21/2023,obj,FMA
TAZT1,Clinch River above Tazewell,36.425,-83.398333,MRX,LMRFC,Tennessee Region,TN,0.21,0.09,0.05,1,2/21/2023,obj,FMA
TDGL1,Tensas River at Tendal,32.431944,-91.366667,JAN,LMRFC,Lower Mississippi Region,LA,0.22,0.22,0.22,1,2/21/2023,obj,FMA
THBI2,Mississippi River at Thebes,37.221667,-89.463056,PAH,LMRFC,Upper Mississippi Region,IL,0.56,0.29,0.14,2,2/21/2023,obj,FMA
TKSN7,Tuckasegee River at Bryson City,35.4275,-83.446944,GSP,LMRFC,Tennessee Region,NC,0.05,0.05,0.05,1,2/21/2023,obj,FMA
TLCT2,Sulphur River near Talco,33.3862,-95.1322,SHV,LMRFC,Arkansas-White-Red Region,TX,0.91,0.07,0.05,2,2/21/2023,obj,FMA
TNZM7,North Fork White River near Tecumseh,36.623056,-92.248056,SGF,LMRFC,Arkansas-White-Red Region,MO,0.14,0.06,0.05,1,2/21/2023,obj,FMA
TPTM7,Mississippi River above Tiptonville,36.412438,-89.537728,MEG,LMRFC,Lower Mississippi Region,MO,0.31,0.05,0.05,1,2/21/2023,obj,FMA
TYTM6,Bogue Chitto River near Tylertown,31.176944,-90.28,LIX,LMRFC,South Atlantic-Gulf Region,MS,0.47,0.31,0.16,1,2/21/2023,obj,FMA
VCKM6,Mississippi River at Vicksburg,32.315,-90.905833,JAN,LMRFC,Lower Mississippi Region,MS,0.51,0.24,0.09,2,2/21/2023,obj,FMA
VNBM7,Current River at Van Buren,36.991389,-91.013611,PAH,LMRFC,Arkansas-White-Red Region,MO,0.05,0.05,0.05,1,2/21/2023,obj,FMA
WCKG1,West Chickamauga Creek at GA 146 near Lakeview,34.957222,-85.205556,FFC,LMRFC,Tennessee Region,GA,0.23,0.05,0.05,1,2/21/2023,obj,FMA
WDVA1,Paint Rock River (AL) near Woodville,34.624167,-86.306389,HUN,LMRFC,Tennessee Region,AL,0.54,0.1,0.05,2,2/21/2023,obj,FMA
WHTT1,Sequatchie River near Whitwell,35.206389,-85.497222,MRX,LMRFC,Tennessee Region,TN,0.38,0.05,0.05,1,2/21/2023,obj,FMA
WOCT2,White Oak Creek near Talco,33.322222,-95.0925,SHV,LMRFC,Arkansas-White-Red Region,TX,0.9,0.06,0.05,2,2/21/2023,obj,FMA
WSTM6,Big Black River at West,33.1944,-89.7711,JAN,LMRFC,Lower Mississippi Region,MS,0.95,0.43,0.05,2,2/21/2023,obj,FMA
WTGM6,Tuscolameta Creek at Walnut Grove,32.5883,-89.465,JAN,LMRFC,South Atlantic-Gulf Region,MS,0.62,0.05,0.05,2,2/21/2023,obj,FMA
WYNM6,Chickasawhay River near Waynesboro,31.68248,-88.6835,MOB,LMRFC,South Atlantic-Gulf Region,MS,0.26,0.05,0.05,1,2/21/2023,obj,FMA
YWGM6,Yalobusha River at Whaley,33.6314,-90.1091,JAN,LMRFC,Lower Mississippi Region,MS,0.44,0.25,0.05,1,2/21/2023,obj,FMA
YZOM6,Yazoo River at Yazoo City,32.8579,-90.4368,JAN,LMRFC,Lower Mississippi Region,MS,0.53,0.15,0.05,2,2/21/2023,obj,FMA
